compression_scale,start_year,end_year,summary
100 Years,877200,877300,"Peace Treaty Signing (Yr 877259): In Year 877259, diplomatic relations between The Unified Sta..."
100 Years,877300,877400,"Alliance Formation (Yr 877355): In Year 877355, The Primite Star Empire acted as a peace med..."
100 Years,877400,877500,"War Declaration (Yr 877452): In Year 877452, The Great Consolidated Imperium successfully..."
100 Years,877500,877600,"Colonization (Yr 877590): In Year 877590, The Kaeluman AI Hegemony established a scien... | Economic Event (Yr 877525): In Year 877525, The Consolidated Zelis Systems experienced a..."
100 Years,877600,877700,"Scientific Breakthrough (Yr 877656): In Year 877656, researchers in The Consolidated Unified Syst..."
100 Years,877700,877800,"FTL Network Failure (Yr 877788): In Year 877788, a catastrophic solar flare in Rigel Arm dest... | Refugee Crisis (Yr 877709): In Year 877709, a rogue AI network in The Great Unified Impe..."
100 Years,877800,877900,"Planetary Invasion (Yr 877841): In Year 877841, a devastating fleet battle occurred in the A..."
100 Years,877900,878000,"War Declaration (Yr 877904): In Year 877904, the joint fleets of The Consolidated Star Em..."
100 Years,878000,878100,"FTL Network Failure (Yr 878091): In Year 878091, the FTL jump gate in Antares Minor suffered ... | Planetary Invasion (Yr 878004): In Year 878004, a devastating fleet battle occurred in the O..."
100 Years,878100,878200,"Pandemic Event (Yr 878155): In Year 878155, a catastrophic solar flare in Sagittarius Ne..."
100 Years,878200,878300,"Peace Treaty Signing (Yr 878240): In Year 878240, the The Consolidated Xenian Systems and The ..."
100 Years,878300,878400,"Megastructure Completion (Yr 878320): In Year 878320, a breakthrough in zero-point energy generati... | Galactic Federation (Yr 878383): In Year 878383, the The Sagittarian Technocracy and The Grea..."
100 Years,878400,878500,"Scientific Breakthrough (Yr 878463): In Year 878463, the The Great Theta-orionis Imperium complet..."
100 Years,878500,878600,"Peace Treaty Signing (Yr 878597): In Year 878597, the The Consolidated Consolidated Systems an... | Economic Event (Yr 878518): In Year 878518, resource depletion in the Rigel Reach sector..."
100 Years,878600,878700,"Deep Space Engagement (Yr 878696): In Year 878696, a skirmish broke out in Centauri Minor betwe..."
100 Years,878700,878800,"Alliance Formation (Yr 878762): In Year 878762, the The Consolidated Scientific Systems and ..."
100 Years,878800,878900,"Planetary Invasion (Yr 878861): In Year 878861, a devastating fleet battle occurred in the C..."
100 Years,878900,879000,"Scientific Breakthrough (Yr 878961): In Year 878961, the The Great Valoid Imperium completed the ..."
100 Years,879000,879100,"Peace Treaty Signing (Yr 879048): In Year 879048, The Great Scientific Imperium acted as a pea..."
100 Years,879100,879200,"Deep Space Engagement (Yr 879145): In Year 879145, a skirmish broke out in Polaris Beta between..."
100 Years,879200,879300,"Defense Pact (Yr 879240): In Year 879240, the The Solex Star Empire and The Cygnan Tec..."
100 Years,879300,879400,"Alliance Formation (Yr 879322): In Year 879322, The Great Xenoid Imperium acted as a peace m..."
100 Years,879400,879500,"Colony Assault (Yr 879416): In Year 879416, the The Great Unified Imperium launched a su..."
100 Years,879500,879600,"Economic Event (Yr 879506): In Year 879506, The Scientific Technocracy experienced a mas..."
100 Years,879600,879700,"Wormhole Collapse (Yr 879690): In Year 879690, a catastrophic solar flare in Capella Nebula... | Market Crash (Yr 879600): In Year 879600, resource depletion in the Castor Nebula sect..."
100 Years,879700,879800,"Alliance Formation (Yr 879762): In Year 879762, the The Consolidated AI Hegemony and The Uni..."
100 Years,879800,879900,"Galactic Federation (Yr 879828): In Year 879828, The Great Unified Imperium acted as a peace ... | Scientific Breakthrough (Yr 879899): In Year 879899, researchers in The Scientific Technocracy ac..."
100 Years,879900,880000,"Scientific Breakthrough (Yr 879993): In Year 879993, researchers in The Great Tau-galacticis Impe..."
100 Years,880000,880100,"Planetary Invasion (Yr 880056): In Year 880056, the joint fleets of The Great Allied Imperiu..."
100 Years,880100,880200,"FTL Network Failure (Yr 880188): In Year 880188, a mysterious cosmic pandemic swept through A... | Economic Event (Yr 880126): In Year 880126, industrial megacorporations in The Consolida..."
100 Years,880200,880300,"Galactic Federation (Yr 880252): In Year 880252, The Orionan Star Empire acted as a peace med..."
100 Years,880300,880400,"Economic Collapse (Yr 880337): In Year 880337, a gold rush of rare FTL fuel elements trigge..."
100 Years,880400,880500,"Galactic Federation (Yr 880471): In Year 880471, The Great Meran Imperium acted as a peace me... | Colonization (Yr 880411): In Year 880411, colonial fleets from The Unified AI Hegemony..."
100 Years,880500,880600,"Pandemic Event (Yr 880531): In Year 880531, a rogue AI network in The Great Orionis Impe... | Galactic Federation (Yr 880595): In Year 880595, diplomatic relations between The Great Unifi..."
100 Years,880600,880700,"Alliance Formation (Yr 880686): In Year 880686, The Great Unified Imperium acted as a peace ..."
100 Years,880700,880800,"Market Crash (Yr 880769): In Year 880769, The Great Orionian Imperium experienced a ma..."
100 Years,880800,880900,"Economic Event (Yr 880828): In Year 880828, resource depletion in the Aldebaran Sigma se..."
100 Years,880900,881000,"AI Uprising (Yr 880979): In Year 880979, a rogue AI network in The Orionian Technocra... | Scientific Breakthrough (Yr 880924): In Year 880924, The Great Orionex Imperium successfully comp..."
100 Years,881000,881100,"Trade Agreement (Yr 881072): In Year 881072, a gold rush of rare FTL fuel elements trigge..."
100 Years,881100,881200,"Galactic Federation (Yr 881164): In Year 881164, the The Consolidated Unified Systems and The..."
100 Years,881200,881300,"Alliance Formation (Yr 881242): In Year 881242, The Great Unified Imperium acted as a peace ..."
100 Years,881300,881400,"Wormhole Collapse (Yr 881394): In Year 881394, a catastrophic solar flare in Vega Arm destr... | Megastructure Completion (Yr 881333): In Year 881333, a breakthrough in zero-point energy generati..."
100 Years,881400,881500,"Market Crash (Yr 881472): In Year 881472, industrial megacorporations in The Scientifi..."
100 Years,881500,881600,"Colony Assault (Yr 881531): In Year 881531, a skirmish broke out in Pollux Minor between..."
100 Years,881600,881700,"Scientific Breakthrough (Yr 881674): In Year 881674, The Vesperan Technocracy successfully comple... | Colonization (Yr 881606): In Year 881606, The Great Scientific Imperium established a ..."
100 Years,881700,881800,"Scientific Breakthrough (Yr 881763): In Year 881763, The Consolidated Star Empire successfully co..."
100 Years,881800,881900,"Colonization (Yr 881841): In Year 881841, colonial fleets from The Consolidated Unifie..."
100 Years,881900,882000,"Scientific Breakthrough (Yr 881940): In Year 881940, researchers in The Scientific Star Empire ac..."
100 Years,882000,882100,"Galactic Federation (Yr 882027): In Year 882027, diplomatic relations between The Scientific ..."
100 Years,882100,882200,"Megastructure Completion (Yr 882103): In Year 882103, a breakthrough in zero-point energy generati... | Megastructure Completion (Yr 882191): In Year 882191, a breakthrough in zero-point energy generati..."
100 Years,882200,882300,"Colony Assault (Yr 882272): In Year 882272, the The Zylaran AI Hegemony launched a surpr..."
100 Years,882300,882400,"Refugee Crisis (Yr 882332): In Year 882332, a rogue AI network in The Allied Technocracy..."
100 Years,882400,882500,"War End (Yr 882459): In Year 882459, the joint fleets of The Great Scientific Imp... | Scientific Breakthrough (Yr 882401): In Year 882401, the The Orionian Technocracy completed the c..."
100 Years,882500,882600,"Colonization (Yr 882575): In Year 882575, The Great Sigma-bulgis Imperium established ... | Trade Agreement (Yr 882514): In Year 882514, industrial megacorporations in The Consolida..."
100 Years,882600,882700,"Colonization (Yr 882675): In Year 882675, a joint colony was founded in Pollux Reach b..."
100 Years,882700,882800,"Pandemic Event (Yr 882731): In Year 882731, a mysterious cosmic pandemic swept through P..."
100 Years,882800,882900,"Refugee Crisis (Yr 882806): In Year 882806, a mysterious cosmic pandemic swept through A..."
100 Years,882900,883000,"AI Uprising (Yr 882901): In Year 882901, the FTL jump gate in Sirius Nebula suffered ... | Scientific Breakthrough (Yr 882998): In Year 882998, a breakthrough in zero-point energy generati..."
100 Years,883000,883100,"Peace Treaty Signing (Yr 883068): In Year 883068, the The Consolidated Soloid Systems and The ..."
100 Years,883100,883200,"Market Crash (Yr 883137): In Year 883137, a gold rush of rare FTL fuel elements trigge..."
100 Years,883200,883300,"Wormhole Collapse (Yr 883278): In Year 883278, a mysterious cosmic pandemic swept through S... | Resource Catastrophe (Yr 883211): In Year 883211, the FTL jump gate in Aldebaran Minor suffere..."
100 Years,883300,883400,"FTL Network Failure (Yr 883331): In Year 883331, the FTL jump gate in Antares Nebula suffered..."
100 Years,883400,883500,"Pandemic Event (Yr 883405): In Year 883405, the FTL jump gate in Betelgeuse Nebula suffe... | Planetary Invasion (Yr 883471): In Year 883471, a devastating fleet battle occurred in the S..."
100 Years,883500,883600,"Orbital Battle (Yr 883565): In Year 883565, the joint fleets of The Great Unified Imperi..."
100 Years,883600,883700,"Wormhole Collapse (Yr 883668): In Year 883668, the FTL jump gate in Capella Minor suffered ... | Megastructure Completion (Yr 883618): In Year 883618, The Zylarian AI Hegemony successfully comple..."
100 Years,883700,883800,"Colonization (Yr 883718): In Year 883718, colonial fleets from The Great Valis Imperiu..."
100 Years,883800,883900,"Wormhole Collapse (Yr 883813): In Year 883813, the FTL jump gate in Aldebaran Arm suffered ... | Colonization (Yr 883877): In Year 883877, The Great Meris Imperium established a scien..."
100 Years,883900,884000,"Resource Catastrophe (Yr 883950): In Year 883950, a catastrophic solar flare in Castor Expanse..."
100 Years,884000,884100,"War End (Yr 884069): In Year 884069, the joint fleets of The Sagittarian Technocr... | Alliance Formation (Yr 884018): In Year 884018, diplomatic relations between The Consolidate..."
100 Years,884100,884200,"War Declaration (Yr 884130): In Year 884130, the The Great Allied Imperium launched a sur... | War End (Yr 884189): In Year 884189, the joint fleets of The Vesperis Star Empire..."
100 Years,884200,884300,"Economic Event (Yr 884284): In Year 884284, The Unified Technocracy experienced a massiv..."
100 Years,884300,884400,"Defense Pact (Yr 884381): In Year 884381, The Scientific AI Hegemony acted as a peace ..."
100 Years,884400,884500,"Megastructure Completion (Yr 884455): In Year 884455, researchers in The Great Scientific Imperium..."
100 Years,884500,884600,"Megastructure Completion (Yr 884583): In Year 884583, The Great Unified Imperium successfully comp... | Refugee Crisis (Yr 884524): In Year 884524, a catastrophic solar flare in Aldebaran Arm ..."
100 Years,884600,884700,"Galactic Federation (Yr 884670): In Year 884670, The Orionite Technocracy acted as a peace me..."
100 Years,884700,884800,"AI Uprising (Yr 884762): In Year 884762, a catastrophic solar flare in Perseus Minor ..."
100 Years,884800,884900,"Refugee Crisis (Yr 884829): In Year 884829, a rogue AI network in The Great Gamma-orioni... | Colonization (Yr 884890): In Year 884890, colonial fleets from The Scientific Technocr..."
100 Years,884900,885000,"Colonization (Yr 884981): In Year 884981, The Solari Technocracy established a science..."
100 Years,885000,885100,"Peace Treaty Signing (Yr 885079): In Year 885079, the The Solite Technocracy and The Zylarian ..."
100 Years,885100,885200,"Galactic Federation (Yr 885160): In Year 885160, diplomatic relations between The Zylarian Te..."
100 Years,885200,885300,"Defense Pact (Yr 885244): In Year 885244, diplomatic relations between The Unified Sta..."
100 Years,885300,885400,"War End (Yr 885336): In Year 885336, The Aureloid Star Empire successfully annexe..."
100 Years,885400,885500,"Peace Treaty Signing (Yr 885495): In Year 885495, The Great Meran Imperium acted as a peace me... | Orbital Battle (Yr 885422): In Year 885422, a skirmish broke out in Castor Reach between..."
100 Years,885500,885600,"Colonization (Yr 885578): In Year 885578, a joint colony was founded in Betelgeuse Rea..."
100 Years,885600,885700,"Alliance Formation (Yr 885636): In Year 885636, the The Great Consolidated Imperium and The ..."
100 Years,885700,885800,"Peace Treaty Signing (Yr 885733): In Year 885733, The Great Unified Imperium acted as a peace ..."
100 Years,885800,885900,"Galactic Federation (Yr 885811): In Year 885811, the The Scientific Technocracy and The Conso... | Market Crash (Yr 885894): In Year 885894, The Consolidated Perseian Systems experience..."
100 Years,885900,886000,"Colonization (Yr 885992): In Year 885992, colonial fleets from The Vesperian Star Empi..."
100 Years,886000,886100,"FTL Network Failure (Yr 886043): In Year 886043, the FTL jump gate in Rigel Arm suffered a cr... | Economic Collapse (Yr 886095): In Year 886095, resource depletion in the Centauri Minor sec..."
100 Years,886100,886200,"War Declaration (Yr 886171): In Year 886171, the joint fleets of The Consolidated Star Em..."
100 Years,886200,886300,"Trade Agreement (Yr 886265): In Year 886265, resource depletion in the Centauri Reach sec..."
100 Years,886300,886400,"Trade Agreement (Yr 886330): In Year 886330, a gold rush of rare FTL fuel elements trigge..."
100 Years,886400,886500,"Wormhole Collapse (Yr 886405): In Year 886405, a catastrophic solar flare in Vega Sigma des... | Planetary Invasion (Yr 886494): In Year 886494, a devastating fleet battle occurred in the A..."
100 Years,886500,886600,"Colonization (Yr 886591): In Year 886591, The Great Unified Imperium established a sci..."
100 Years,886600,886700,"Economic Event (Yr 886656): In Year 886656, industrial megacorporations in The Consolida..."
100 Years,886700,886800,"Colonization (Yr 886721): In Year 886721, a joint colony was founded in Antares Reach ..."
100 Years,886800,886900,"Deep Space Engagement (Yr 886866): In Year 886866, the The Consolidated Consolidated Systems la... | Economic Event (Yr 886800): In Year 886800, resource depletion in the Vega Expanse secto..."
100 Years,886900,887000,"Defense Pact (Yr 886957): In Year 886957, the The Unified Technocracy and The Cygnan T..."
100 Years,887000,887100,"Defense Pact (Yr 887034): In Year 887034, The Consolidated Consolidated Systems acted ..."
100 Years,887100,887200,"Defense Pact (Yr 887192): In Year 887192, diplomatic relations between The Unified Tec... | Trade Agreement (Yr 887114): In Year 887114, industrial megacorporations in The Great Thr..."
100 Years,887200,887300,"Colonization (Yr 887253): In Year 887253, a joint colony was founded in Betelgeuse Sig..."
100 Years,887300,887400,"Trade Agreement (Yr 887349): In Year 887349, resource depletion in the Castor Nebula sect..."
100 Years,887400,887500,"Deep Space Engagement (Yr 887425): In Year 887425, a devastating fleet battle occurred in the A..."
100 Years,887500,887600,"War End (Yr 887522): In Year 887522, the joint fleets of The Great Persean Imperi... | Colonization (Yr 887598): In Year 887598, a joint colony was founded in Pollux Prime b..."
100 Years,887600,887700,"Economic Collapse (Yr 887697): In Year 887697, industrial megacorporations in The Scientifi..."
100 Years,887700,887800,"Colonization (Yr 887788): In Year 887788, colonial fleets from The Great Zelex Imperiu..."
100 Years,887800,887900,"Economic Collapse (Yr 887872): In Year 887872, industrial megacorporations in The Great Uni..."
100 Years,887900,888000,"Wormhole Collapse (Yr 887949): In Year 887949, a catastrophic solar flare in Procyon Prime ..."
100 Years,888000,888100,"Wormhole Collapse (Yr 888089): In Year 888089, the FTL jump gate in Antares Prime suffered ... | Refugee Crisis (Yr 888024): In Year 888024, a catastrophic solar flare in Vega Arm destr..."
100 Years,888100,888200,"Alliance Formation (Yr 888161): In Year 888161, The Unified AI Hegemony acted as a peace med..."
100 Years,888200,888300,"Wormhole Collapse (Yr 888214): In Year 888214, a mysterious cosmic pandemic swept through B..."
100 Years,888300,888400,"Megastructure Completion (Yr 888314): In Year 888314, researchers in The Unified Technocracy achie... | Scientific Breakthrough (Yr 888388): In Year 888388, The Great Unified Imperium successfully comp..."
100 Years,888400,888500,"Orbital Battle (Yr 888471): In Year 888471, a devastating fleet battle occurred in the P..."
100 Years,888500,888600,"AI Uprising (Yr 888565): In Year 888565, a catastrophic solar flare in Castor Reach d..."
100 Years,888600,888700,"Orbital Battle (Yr 888637): In Year 888637, the The Great Unified Imperium launched a su..."
100 Years,888700,888800,"Resource Catastrophe (Yr 888708): In Year 888708, the FTL jump gate in Aldebaran Arm suffered ..."
100 Years,888800,888900,"Planetary Invasion (Yr 888808): In Year 888808, the The Unified Technocracy launched a surpr... | War Declaration (Yr 888872): In Year 888872, The Great Scientific Imperium successfully a..."
100 Years,888900,889000,"Market Crash (Yr 888964): In Year 888964, a gold rush of rare FTL fuel elements trigge..."
100 Years,889000,889100,"Resource Catastrophe (Yr 889058): In Year 889058, a catastrophic solar flare in Vega Arm destr..."
100 Years,889100,889200,"Galactic Federation (Yr 889199): In Year 889199, diplomatic relations between The Great Unifi... | Scientific Breakthrough (Yr 889137): In Year 889137, a breakthrough in zero-point energy generati..."
100 Years,889200,889300,"Deep Space Engagement (Yr 889281): In Year 889281, the joint fleets of The Scientific Technocra..."
100 Years,889300,889400,"Pandemic Event (Yr 889380): In Year 889380, a catastrophic solar flare in Orion Expanse ..."
100 Years,889400,889500,"Scientific Breakthrough (Yr 889452): In Year 889452, a breakthrough in zero-point energy generati..."
100 Years,889500,889600,"Scientific Breakthrough (Yr 889504): In Year 889504, a breakthrough in zero-point energy generati... | Market Crash (Yr 889561): In Year 889561, a gold rush of rare FTL fuel elements trigge..."
100 Years,889600,889700,"Defense Pact (Yr 889645): In Year 889645, the The Consolidated Technocracy and The Con..."
100 Years,889700,889800,"Pandemic Event (Yr 889789): In Year 889789, a catastrophic solar flare in Orion Expanse ... | War Declaration (Yr 889702): In Year 889702, a devastating fleet battle occurred in the R..."
100 Years,889800,889900,"Alliance Formation (Yr 889877): In Year 889877, diplomatic relations between The Unified Tec..."
100 Years,889900,890000,"Colonization (Yr 889968): In Year 889968, a joint colony was founded in Pollux Nebula ..."
100 Years,890000,890100,"Colonization (Yr 890065): In Year 890065, colonial fleets from The Consolidated Consol..."
100 Years,890100,890200,"Wormhole Collapse (Yr 890133): In Year 890133, a catastrophic solar flare in Centauri Arm d..."
100 Years,890200,890300,"AI Uprising (Yr 890263): In Year 890263, a catastrophic solar flare in Orion Beta des... | Trade Agreement (Yr 890210): In Year 890210, The Great Scientific Imperium experienced a ..."
100 Years,890300,890400,"Economic Collapse (Yr 890379): In Year 890379, resource depletion in the Perseus Prime sect... | Deep Space Engagement (Yr 890316): In Year 890316, The Unified Technocracy successfully annexed..."
100 Years,890400,890500,"Megastructure Completion (Yr 890468): In Year 890468, The Scientific Technocracy successfully comp..."
100 Years,890500,890600,"Alliance Formation (Yr 890562): In Year 890562, The Great Xenex Imperium acted as a peace me..."
100 Years,890600,890700,"Peace Treaty Signing (Yr 890683): In Year 890683, the The Great Unified Imperium and The Conso... | Colonization (Yr 890627): In Year 890627, The Great Cygnan Imperium established a scie..."
100 Years,890700,890800,"Economic Event (Yr 890765): In Year 890765, The Consolidated Chi-bulgis Systems experien..."
100 Years,890800,890900,"Colonization (Yr 890829): In Year 890829, colonial fleets from The Great Xenoid Imperi..."
100 Years,890900,891000,"AI Uprising (Yr 890985): In Year 890985, a catastrophic solar flare in Procyon Prime ... | Trade Agreement (Yr 890906): In Year 890906, industrial megacorporations in The Orionan T..."
100 Years,891000,891100,"Market Crash (Yr 891071): In Year 891071, industrial megacorporations in The Great Uni..."
100 Years,891100,891200,"Colonization (Yr 891139): In Year 891139, The Vesperian Star Empire established a scie..."
100 Years,891200,891300,"Peace Treaty Signing (Yr 891226): In Year 891226, diplomatic relations between The Great Bulga... | Colonization (Yr 891276): In Year 891276, a joint colony was founded in Vega Reach by ..."
100 Years,891300,891400,"AI Uprising (Yr 891374): In Year 891374, a catastrophic solar flare in Aldebaran Mino..."
100 Years,891400,891500,"Galactic Federation (Yr 891463): In Year 891463, the The Sigma-orionis Star Empire and The Gr..."
100 Years,891500,891600,"Economic Collapse (Yr 891516): In Year 891516, a gold rush of rare FTL fuel elements trigge..."
100 Years,891600,891700,"Megastructure Completion (Yr 891609): In Year 891609, The Unified Technocracy successfully complet..."
100 Years,891700,891800,"Megastructure Completion (Yr 891794): In Year 891794, researchers in The Great Scientific Imperium... | Trade Agreement (Yr 891707): In Year 891707, The Aurelan Technocracy experienced a massiv..."
100 Years,891800,891900,"Colonization (Yr 891888): In Year 891888, The Great Scientific Imperium established a ..."
100 Years,891900,892000,"Defense Pact (Yr 891970): In Year 891970, The Consolidated Merari Systems acted as a p..."
100 Years,892000,892100,"Peace Treaty Signing (Yr 892052): In Year 892052, The Xenan Technocracy acted as a peace media..."
100 Years,892100,892200,"Deep Space Engagement (Yr 892120): In Year 892120, The Consolidated Technocracy successfully an... | Deep Space Engagement (Yr 892189): In Year 892189, The Scientific Technocracy successfully anne..."
100 Years,892200,892300,"Colonization (Yr 892272): In Year 892272, a joint colony was founded in Perseus Reach ..."
100 Years,892300,892400,"Galactic Federation (Yr 892354): In Year 892354, the The Consolidated Unified Systems and The..."
100 Years,892400,892500,"Economic Event (Yr 892422): In Year 892422, The Orionite AI Hegemony experienced a massi..."
100 Years,892500,892600,"Economic Collapse (Yr 892502): In Year 892502, The Great Kaelumian Imperium experienced a m... | Colony Assault (Yr 892587): In Year 892587, the joint fleets of The Great Scientific Imp..."
100 Years,892600,892700,"Deep Space Engagement (Yr 892658): In Year 892658, the The Great Consolidated Imperium launched..."
100 Years,892700,892800,"Wormhole Collapse (Yr 892712): In Year 892712, a mysterious cosmic pandemic swept through C... | Galactic Federation (Yr 892767): In Year 892767, diplomatic relations between The Great Orion..."
100 Years,892800,892900,"Refugee Crisis (Yr 892856): In Year 892856, the FTL jump gate in Rigel Nebula suffered a..."
100 Years,892900,893000,"Economic Collapse (Yr 892999): In Year 892999, a gold rush of rare FTL fuel elements trigge... | Trade Agreement (Yr 892920): In Year 892920, industrial megacorporations in The Allied St..."
100 Years,893000,893100,"Defense Pact (Yr 893062): In Year 893062, the The Unified Technocracy and The Great Un..."
100 Years,893100,893200,"Economic Collapse (Yr 893156): In Year 893156, resource depletion in the Castor Sigma secto..."
100 Years,893200,893300,"Economic Event (Yr 893230): In Year 893230, a gold rush of rare FTL fuel elements trigge..."
100 Years,893300,893400,"Deep Space Engagement (Yr 893390): In Year 893390, The Great Unified Imperium successfully anne... | Colonization (Yr 893300): In Year 893300, colonial fleets from The Valis AI Hegemony s..."
100 Years,893400,893500,"Colonization (Yr 893481): In Year 893481, a joint colony was founded in Orion Expanse ..."
100 Years,893500,893600,"Economic Collapse (Yr 893553): In Year 893553, industrial megacorporations in The Scientifi..."
100 Years,893600,893700,"Economic Collapse (Yr 893653): In Year 893653, The Great Aurelari Imperium experienced a ma..."
100 Years,893700,893800,"Megastructure Completion (Yr 893744): In Year 893744, The Unified Technocracy successfully complet..."
100 Years,893800,893900,"Megastructure Completion (Yr 893811): In Year 893811, the The Consolidated Xenian Systems complete... | Alliance Formation (Yr 893889): In Year 893889, the The Unified AI Hegemony and The Consolid..."
100 Years,893900,894000,"Economic Collapse (Yr 893942): In Year 893942, a gold rush of rare FTL fuel elements trigge..."
100 Years,894000,894100,"Scientific Breakthrough (Yr 894018): In Year 894018, the The Great Unified Imperium completed the..."
100 Years,894100,894200,"War End (Yr 894106): In Year 894106, The Great Solis Imperium successfully annexe..."
100 Years,894200,894300,"Refugee Crisis (Yr 894202): In Year 894202, a catastrophic solar flare in Centauri Sigma... | Market Crash (Yr 894259): In Year 894259, a gold rush of rare FTL fuel elements trigge..."
100 Years,894300,894400,"Colony Assault (Yr 894331): In Year 894331, The Consolidated Scientific Systems successf... | Market Crash (Yr 894386): In Year 894386, resource depletion in the Rigel Sigma sector..."
100 Years,894400,894500,"Scientific Breakthrough (Yr 894475): In Year 894475, researchers in The Scientific Technocracy ac..."
100 Years,894500,894600,"Market Crash (Yr 894569): In Year 894569, industrial megacorporations in The Great Sci..."
100 Years,894600,894700,"Galactic Federation (Yr 894638): In Year 894638, the The Unified Technocracy and The Great Sc..."
100 Years,894700,894800,"Resource Catastrophe (Yr 894716): In Year 894716, a catastrophic solar flare in Arcturus Expan... | Defense Pact (Yr 894790): In Year 894790, the The Consolidated Valari Systems and The ..."
100 Years,894800,894900,"War End (Yr 894858): In Year 894858, The Scientific Technocracy successfully anne..."
100 Years,894900,895000,"Economic Event (Yr 894948): In Year 894948, The Scientific Technocracy experienced a mas..."
100 Years,895000,895100,"Colony Assault (Yr 895035): In Year 895035, the The Unified Star Empire launched a surpr..."
100 Years,895100,895200,"Peace Treaty Signing (Yr 895115): In Year 895115, The Consolidated Consolidated Systems acted ..."
100 Years,895200,895300,"Economic Collapse (Yr 895284): In Year 895284, industrial megacorporations in The Consolida... | Colonization (Yr 895206): In Year 895206, The Great Unified Imperium established a sci..."
100 Years,895300,895400,"Scientific Breakthrough (Yr 895374): In Year 895374, a breakthrough in zero-point energy generati..."
100 Years,895400,895500,"War End (Yr 895467): In Year 895467, the The Scientific Technocracy launched a su..."
100 Years,895500,895600,"Wormhole Collapse (Yr 895555): In Year 895555, a catastrophic solar flare in Arcturus Nebul..."
100 Years,895600,895700,"Galactic Federation (Yr 895649): In Year 895649, The Unified Star Empire acted as a peace med..."
100 Years,895700,895800,"Orbital Battle (Yr 895707): In Year 895707, The Meroid AI Hegemony successfully annexed ..."
100 Years,895800,895900,"Planetary Invasion (Yr 895804): In Year 895804, a skirmish broke out in Betelgeuse Nebula be... | Colonization (Yr 895873): In Year 895873, The Great Consolidated Imperium established ..."
100 Years,895900,896000,"Trade Agreement (Yr 895941): In Year 895941, The Thranari Technocracy experienced a massi..."
100 Years,896000,896100,"Megastructure Completion (Yr 896038): In Year 896038, the The Consolidated Unified Systems complet..."
100 Years,896100,896200,"Planetary Invasion (Yr 896130): In Year 896130, a devastating fleet battle occurred in the S..."
100 Years,896200,896300,"Megastructure Completion (Yr 896287): In Year 896287, the The Great Consolidated Imperium complete... | War End (Yr 896213): In Year 896213, a skirmish broke out in Vega Sigma between T..."
100 Years,896300,896400,"Scientific Breakthrough (Yr 896337): In Year 896337, researchers in The Great Scientific Imperium..."
100 Years,896400,896500,"Megastructure Completion (Yr 896467): In Year 896467, The Allied Technocracy successfully complete... | Peace Treaty Signing (Yr 896408): In Year 896408, diplomatic relations between The Scientific ..."
100 Years,896500,896600,"Planetary Invasion (Yr 896545): In Year 896545, the joint fleets of The Great Unified Imperi..."
100 Years,896600,896700,"War Declaration (Yr 896630): In Year 896630, the joint fleets of The Aurelari Technocracy... | Colonization (Yr 896688): In Year 896688, colonial fleets from The Consolidated Consol..."
100 Years,896700,896800,"Pandemic Event (Yr 896781): In Year 896781, a rogue AI network in The Allied Technocracy..."
100 Years,896800,896900,"Trade Agreement (Yr 896837): In Year 896837, a gold rush of rare FTL fuel elements trigge..."
100 Years,896900,897000,"Megastructure Completion (Yr 896908): In Year 896908, the The Scientific Technocracy completed the..."
100 Years,897000,897100,"Megastructure Completion (Yr 897002): In Year 897002, researchers in The Great Unified Imperium ac... | Defense Pact (Yr 897096): In Year 897096, The Great Meran Imperium acted as a peace me..."
100 Years,897100,897200,"Colonization (Yr 897171): In Year 897171, The Great Scientific Imperium established a ..."
100 Years,897200,897300,"Megastructure Completion (Yr 897249): In Year 897249, a breakthrough in zero-point energy generati..."
100 Years,897300,897400,"Colonization (Yr 897320): In Year 897320, colonial fleets from The Orionite Technocrac..."
100 Years,897400,897500,"Economic Collapse (Yr 897477): In Year 897477, resource depletion in the Capella Arm sector... | Economic Event (Yr 897401): In Year 897401, a gold rush of rare FTL fuel elements trigge..."
100 Years,897500,897600,"Pandemic Event (Yr 897563): In Year 897563, a rogue AI network in The Great Unified Impe..."
100 Years,897600,897700,"Megastructure Completion (Yr 897641): In Year 897641, the The Great Zylarian Imperium completed th..."
100 Years,897700,897800,"AI Uprising (Yr 897711): In Year 897711, a mysterious cosmic pandemic swept through P... | Economic Event (Yr 897791): In Year 897791, a gold rush of rare FTL fuel elements trigge..."
100 Years,897800,897900,"Megastructure Completion (Yr 897884): In Year 897884, the The Great Scientific Imperium completed ..."
100 Years,897900,898000,"Economic Collapse (Yr 897967): In Year 897967, industrial megacorporations in The Great Uni..."
100 Years,898000,898100,"Deep Space Engagement (Yr 898051): In Year 898051, The Great Unified Imperium successfully anne..."
100 Years,898100,898200,"Megastructure Completion (Yr 898101): In Year 898101, The Unified Technocracy successfully complet... | Megastructure Completion (Yr 898195): In Year 898195, a breakthrough in zero-point energy generati..."
100 Years,898200,898300,"AI Uprising (Yr 898245): In Year 898245, a catastrophic solar flare in Betelgeuse Neb... | Trade Agreement (Yr 898299): In Year 898299, a gold rush of rare FTL fuel elements trigge..."
100 Years,898300,898400,"FTL Network Failure (Yr 898351): In Year 898351, a catastrophic solar flare in Rigel Sigma de..."
