tick,year,civilization_id,civilization_name,decision,reason,result
14,1400,0187c7d64a,The Vesperan Federation,ISOLATE,Governance reform focused on absolute isolationism and border control.,Stability boosted (+12.0).
14,1400,189d8d8d1b,Valite Directorate,RESEARCH,Research priorities chosen due to curiosity (71.7) and tech potential (14.9).,Technological level increased by 0.122 to 10.988.
14,1400,57f00e3f50,Unified Vesperite Council,RESEARCH,Research priorities chosen due to curiosity (97.1) and tech potential (20.0).,Technological level increased by 0.147 to 11.023.
14,1400,d427d38a9f,Unified Kaelumex Council,RESEARCH,Research priorities chosen due to curiosity (93.8) and tech potential (19.6).,Technological level increased by 0.144 to 11.028.
14,1400,f1337406a3,Thranan Directorate,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Stellar Engine.,Advanced Stellar Engine construction progress by 19.9% to 89.3%.
14,1400,ecbe2dc98a,Zelari Commonwealth,RESEARCH,Research priorities chosen due to curiosity (70.9) and tech potential (12.9).,Technological level increased by 0.121 to 8.249.
14,1400,354b63d6d6,Scientific Solex Union,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Stellar Engine.,Advanced Stellar Engine construction progress by 19.7% to 49.4%.
14,1400,fce0550f04,Unified Thranian Council,EXPLORE,Planetary explorer teams sent out to scout local quadrant.,Discovered cache of rare isotopes (+250 resources). Gained curiosity.
14,1400,f7a8fcf1b2,Scientific Aurelari Union,TRADE,Proposed trade agreement to neighbor Scientific Solex Union (distance: 0.0 LY).,Scientific Solex Union declined trade proposal from Scientific Aurelari Union.
14,1400,8c80ad65b6,Orionex Directorate,TRADE,Proposed trade agreement to neighbor Scientific Kaeluman Union (distance: 0.0 LY).,Scientific Kaeluman Union declined trade proposal from Orionex Directorate.
14,1400,65154f1c30,Scientific Kaeluman Union,RESEARCH,Research priorities chosen due to curiosity (100.0) and tech potential (20.0).,Technological level increased by 0.150 to 10.614.
14,1400,e6f9f9e411,Unified Kaelumex Council,RESEARCH,Research priorities chosen due to curiosity (100.0) and tech potential (20.0).,Technological level increased by 0.150 to 10.358.
14,1400,24e153416d,Unified Aurelis Council,TRADE,Proposed trade agreement to neighbor Scientific Thranex Union (distance: 0.0 LY).,Trade treaty established between Unified Aurelis Council and Scientific Thranex Union.
14,1400,38ade68c1e,Scientific Thranex Union,ALLY,Diplomatic outreach for alliance sent to Unified Aurelis Council (distance: 0.0 LY).,Unified Aurelis Council immediately rejected alliance from Scientific Thranex Union due to low relations (22.6).
14,1400,eacab5ee97,Thranan Directorate,ISOLATE,Governance reform focused on absolute isolationism and border control.,Stability boosted (+12.0).
14,1400,fadaa4a404,Valian Directorate,ISOLATE,Governance reform focused on absolute isolationism and border control.,Stability boosted (+12.0).
14,1400,ebda9e7b67,Solite Directorate,EXPLORE,Planetary explorer teams sent out to scout local quadrant.,Discovered cache of rare isotopes (+250 resources). Gained curiosity.
14,1400,de8a7cab3b,Unified Merian Council,EXPLORE,Planetary explorer teams sent out to scout local quadrant.,Discovered cache of rare isotopes (+250 resources). Gained curiosity.
14,1400,5573af18db,Merian Directorate,RESEARCH,Research priorities chosen due to curiosity (83.1) and tech potential (17.4).,Technological level increased by 0.133 to 11.079.
14,1400,e13216033f,Meroid Directorate,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Matrioshka Brain.,Advanced Matrioshka Brain construction progress by 18.4% to 83.6%.
14,1400,bee1d78260,Zylarian Commonwealth,EXPLORE,Planetary explorer teams sent out to scout local quadrant.,Discovered cache of rare isotopes (+250 resources). Gained curiosity.
14,1400,2a8b6fc81d,Unified Zylarite Council,RESEARCH,Research priorities chosen due to curiosity (95.0) and tech potential (19.8).,Technological level increased by 0.145 to 11.016.
14,1400,2320636026,Unified Valian Council,ISOLATE,Governance reform focused on absolute isolationism and border control.,Stability boosted (+12.0).
14,1400,e976b29c9d,Scientific Orionoid Union,RESEARCH,Research priorities chosen due to curiosity (93.3) and tech potential (18.9).,Technological level increased by 0.143 to 10.355.
14,1400,dc0074adc3,Unified Valite Council,DEFEND,High threat (59.6) triggered defensive military consolidation.,Stability boosted by +15.0 and stockpiled 100 resources.
14,1400,303a3df484,Unified Zelex Council,BUILD_MEGASTRUCTURE,Started construction of Matrioshka Brain to boost galactic Kardashev footprint.,Initiated Matrioshka Brain project (progress: 10%). Spent 800 resources.
14,1400,02b9381952,Aurelian Directorate,ISOLATE,Governance reform focused on absolute isolationism and border control.,Stability boosted (+12.0). Broke trade treaties with Unified Valite Council.
14,1400,0ad458611c,Unified Orionian Council,RESEARCH,Research priorities chosen due to curiosity (89.8) and tech potential (18.2).,Technological level increased by 0.140 to 10.394.
14,1400,c2fe0ab024,Unified Orionan Council,DEFEND,High threat (61.4) triggered defensive military consolidation.,Stability boosted by +15.0 and stockpiled 100 resources.
14,1400,91474e8269,Vesperian Directorate,TRADE,Proposed trade agreement to neighbor Unified Zelan Council (distance: 0.0 LY).,Trade treaty established between Vesperian Directorate and Unified Zelan Council.
14,1400,32d2bbd884,Unified Zelan Council,RESEARCH,Research priorities chosen due to curiosity (86.6) and tech potential (17.7).,Technological level increased by 0.137 to 10.548.
14,1400,f343101fe6,Unified Aurelari Council,BUILD_MEGASTRUCTURE,Started construction of Dyson Sphere to boost galactic Kardashev footprint.,Initiated Dyson Sphere project (progress: 10%). Spent 800 resources.
14,1400,1cf19da3a9,Unified Merex Council,ALLY,Diplomatic outreach for alliance sent to Unified Aurelari Council (distance: 0.0 LY).,Unified Aurelari Council immediately rejected alliance from Unified Merex Council due to low relations (-0.0).
14,1400,fc241018ec,Kaelumis Directorate,EXPLORE,Planetary explorer teams sent out to scout local quadrant.,Discovered cache of rare isotopes (+250 resources). Gained curiosity.
14,1400,2c6958242d,Merian Commonwealth,RESEARCH,Research priorities chosen due to curiosity (79.0) and tech potential (16.3).,Technological level increased by 0.129 to 10.776.
14,1400,950050e41a,Zylarite Commonwealth,ALLY,Diplomatic outreach for alliance sent to Zylarian Directorate (distance: 0.0 LY).,Zylarian Directorate immediately rejected alliance from Zylarite Commonwealth due to low relations (2.9).
14,1400,2e4e7545f5,Unified Xenian Council,DEFEND,High threat (45.0) triggered defensive military consolidation.,Stability boosted by +15.0 and stockpiled 100 resources.
14,1400,f9c2058d1a,Zylarian Directorate,RESEARCH,Research priorities chosen due to curiosity (83.9) and tech potential (15.1).,Technological level increased by 0.134 to 8.124.
14,1400,28100766c8,Bulgite Directorate,RESEARCH,Research priorities chosen due to curiosity (85.0) and tech potential (17.1).,Technological level increased by 0.135 to 10.245.
14,1400,bbf8578e8c,Unified Orionite Council,ISOLATE,Governance reform focused on absolute isolationism and border control.,Stability boosted (+12.0). Broke trade treaties with Merari Directorate.
14,1400,8478dfd6f7,Merari Directorate,ALLY,Diplomatic outreach for alliance sent to Unified Orionite Council (distance: 0.0 LY).,Unified Orionite Council immediately rejected alliance from Merari Directorate due to low relations (5.4).
14,1400,6f1e390274,Kaelumis Directorate,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Ringworld.,Advanced Ringworld construction progress by 17.9% to 81.4%.
14,1400,b12b67a0db,Unified Zelian Council,RESEARCH,Research priorities chosen due to curiosity (73.5) and tech potential (14.0).,Technological level increased by 0.124 to 9.208.
14,1400,28728de334,Scientific Xenite Union,RESEARCH,Research priorities chosen due to curiosity (92.4) and tech potential (19.1).,Technological level increased by 0.142 to 10.851.
14,1400,5d6505f12a,Unified Aurelis Council,RESEARCH,Research priorities chosen due to curiosity (100.0) and tech potential (19.6).,Technological level increased by 0.150 to 9.741.
14,1400,2c64149009,Unified Vesperex Council,RESEARCH,Research priorities chosen due to curiosity (89.0) and tech potential (18.3).,Technological level increased by 0.139 to 10.691.
14,1400,ed45fe3a8d,Vesperari Directorate,ALLY,Diplomatic outreach for alliance sent to Unified Vesperex Council (distance: 0.0 LY).,Unified Vesperex Council immediately rejected alliance from Vesperari Directorate due to low relations (16.9).
14,1400,b1f20b8a8c,The Aurelan Federation,ALLY,Diplomatic outreach for alliance sent to Unified Vesperex Council (distance: 0.0 LY).,Unified Vesperex Council immediately rejected alliance from The Aurelan Federation due to low relations (11.8).
14,1400,43cb04ad80,Xenoid Directorate,RESEARCH,Research priorities chosen due to curiosity (99.0) and tech potential (20.0).,Technological level increased by 0.149 to 11.047.
14,1400,3a375c2f6d,Scientific Xenan Union,RESEARCH,Research priorities chosen due to curiosity (85.4) and tech potential (16.9).,Technological level increased by 0.135 to 9.923.
14,1400,0fa7096d5a,Zelis Directorate,TRADE,Proposed trade agreement to neighbor Scientific Xenan Union (distance: 0.0 LY).,Scientific Xenan Union declined trade proposal from Zelis Directorate.
14,1400,3c196b299c,Scientific Vesperari Union,RESEARCH,Research priorities chosen due to curiosity (94.1) and tech potential (18.7).,Technological level increased by 0.144 to 10.019.
14,1400,1a67be5b7f,Scientific Zelite Union,RESEARCH,Research priorities chosen due to curiosity (100.0) and tech potential (18.9).,Technological level increased by 0.150 to 9.059.
14,1400,862f6cbc45,Unified Thranan Council,ISOLATE,Governance reform focused on absolute isolationism and border control.,Stability boosted (+12.0). Broke trade treaties with Scientific Zelite Union.
14,1400,9883f23173,Consolidated Aureloid Worlds,ALLY,Diplomatic outreach for alliance sent to Unified Vesperoid Council (distance: 0.0 LY).,Unified Vesperoid Council immediately rejected alliance from Consolidated Aureloid Worlds due to low relations (8.1).
14,1400,22c13af7a1,Unified Vesperoid Council,BUILD_MEGASTRUCTURE,Started construction of Matrioshka Brain to boost galactic Kardashev footprint.,Initiated Matrioshka Brain project (progress: 10%). Spent 800 resources.
14,1400,ac70f57b73,Unified Solex Council,RESEARCH,Research priorities chosen due to curiosity (91.3) and tech potential (19.1).,Technological level increased by 0.141 to 11.007.
14,1400,60a971a839,Cygnan Directorate,EXPLORE,Planetary explorer teams sent out to scout local quadrant.,Discovered cache of rare isotopes (+250 resources). Gained curiosity.
14,1400,e941b86692,Cygnite Commonwealth,ALLY,Diplomatic outreach for alliance sent to Cygnan Directorate (distance: 0.0 LY).,Cygnan Directorate immediately rejected alliance from Cygnite Commonwealth due to low relations (19.2).
14,1400,8dcb447d0f,Cygnian Directorate,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Stellar Engine.,Advanced Stellar Engine construction progress by 18.9% to 28.9%.
14,1400,0130446f7e,Scientific Kaelumis Union,RESEARCH,Research priorities chosen due to curiosity (90.5) and tech potential (18.6).,Technological level increased by 0.140 to 10.682.
14,1400,d1ebd8161b,Unified Meran Council,ISOLATE,Governance reform focused on absolute isolationism and border control.,Stability boosted (+12.0). Broke trade treaties with Scientific Kaelumis Union.
14,1400,d056d7ce4a,Scientific Thranex Union,BUILD_MEGASTRUCTURE,Started construction of Stellar Engine to boost galactic Kardashev footprint.,Initiated Stellar Engine project (progress: 10%). Spent 800 resources.
14,1400,74136dc7b0,The Solari Federation,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Orbital Ring.,Advanced Orbital Ring construction progress by 16.8% to 60.1%.
14,1400,61dc46303f,Consolidated Zelis Worlds,RESEARCH,Research priorities chosen due to curiosity (80.0) and tech potential (14.9).,Technological level increased by 0.130 to 8.794.
14,1400,8fbf42f886,Vesperis Commonwealth,DEFEND,High threat (58.3) triggered defensive military consolidation.,Stability boosted by +15.0 and stockpiled 100 resources.
14,1400,7388512271,Unified Orionari Council,RESEARCH,Research priorities chosen due to curiosity (90.0) and tech potential (16.9).,Technological level increased by 0.140 to 8.879.
14,1400,b6ae409cbf,Unified Vesperite Council,RESEARCH,Research priorities chosen due to curiosity (100.0) and tech potential (19.3).,Technological level increased by 0.150 to 9.460.
14,1400,622de7102b,Orionite Commonwealth,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Dyson Swarm.,Advanced Dyson Swarm construction progress by 18.5% to 47.1%.
14,1400,996190e522,Orionan Directorate,EXPAND,Domestic infrastructure expansion chosen to leverage opportunity score (34.3).,Gained 300.0 resource units and +5.0 stability.
14,1400,f7bd18e491,Thranis Commonwealth,COLONIZE,Attempted colonization but lacked resources or local targets.,Fell back to local expansion: gained 150 resources.
14,1400,556d6c2378,Meroid Directorate,RESEARCH,Research priorities chosen due to curiosity (87.5) and tech potential (18.1).,Technological level increased by 0.138 to 10.835.
14,1400,ff559623e3,Consolidated Merian Worlds,COLONIZE,Attempted colonization but lacked resources or local targets.,Fell back to local expansion: gained 150 resources.
14,1400,a38e0777cd,Zelex Directorate,RESEARCH,Research priorities chosen due to curiosity (81.7) and tech potential (15.4).,Technological level increased by 0.132 to 8.941.
14,1400,4c2540c708,Unified Orionoid Council,EXPLORE,Planetary explorer teams sent out to scout local quadrant.,Discovered cache of rare isotopes (+250 resources). Gained curiosity.
14,1400,b7069c3852,Unified Orionex Council,DEFEND,High threat (43.4) triggered defensive military consolidation.,Stability boosted by +15.0 and stockpiled 100 resources.
14,1400,81714ff4c3,Consolidated Xenari Worlds,EXPAND,Domestic infrastructure expansion chosen to leverage opportunity score (36.3).,Gained 300.0 resource units and +5.0 stability.
14,1400,f3f5dfde4c,Scientific Zelis Union,RESEARCH,Research priorities chosen due to curiosity (87.9) and tech potential (18.6).,Technological level increased by 0.138 to 11.254.
14,1400,e12feef736,Scientific Kaeluman Union,RESEARCH,Research priorities chosen due to curiosity (86.4) and tech potential (17.6).,Technological level increased by 0.136 to 10.509.
14,1400,fba15f0324,Unified Vesperoid Council,RESEARCH,Research priorities chosen due to curiosity (83.3) and tech potential (17.4).,Technological level increased by 0.133 to 10.950.
14,1400,350e107aae,Allied Aurelan Systems,ATTACK,Military conquest declared due to aggression (56.2) and poor relationships.,"WAR OUTCOME: Coalition [Scientific Kaeluman Union] successfully defended against Coalition [Allied Aurelan Systems]. Attacker Allied Aurelan Systems suffered military defeat, losing 1,467,468,156 population and paying 152.1 resources in reparations."
14,1400,22091a7056,Scientific Zylaris Union,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Stellar Engine.,Advanced Stellar Engine construction progress by 20.1% to 30.1%.
14,1400,03d3903c7c,Unified Orionex Council,DEFEND,High threat (62.0) triggered defensive military consolidation.,Stability boosted by +15.0 and stockpiled 100 resources.
14,1400,2211d3100d,Kaelumex Directorate,DEFEND,Strategic defense posture and peace initiative.,Fortified defenses (+15.0 stability) and signed peace treaty with Scientific Orionex Union.
14,1400,459f704847,Thranari Directorate,ISOLATE,Governance reform focused on absolute isolationism and border control.,Stability boosted (+12.0).
14,1400,575810e85b,Scientific Orionex Union,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Stellar Engine.,Advanced Stellar Engine construction progress by 19.0% to 48.0%.
14,1400,182edcdd37,Aurelan Commonwealth,EXPLORE,Planetary explorer teams sent out to scout local quadrant.,Discovered cache of rare isotopes (+250 resources). Gained curiosity.
14,1400,e47a782635,The Xi-sagittariis Federation,EXPAND,Domestic infrastructure expansion chosen to leverage opportunity score (22.6).,Gained 300.0 resource units and +5.0 stability.
14,1400,2705d84a32,Unified Vesperari Council,EXPLORE,Planetary explorer teams sent out to scout local quadrant.,Discovered cache of rare isotopes (+250 resources). Gained curiosity.
14,1400,92810d80b3,The Aurelis Federation,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Dyson Swarm.,Advanced Dyson Swarm construction progress by 17.4% to 27.4%.
14,1400,7e5521abbb,Scientific Kaelumis Union,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Ringworld.,Advanced Ringworld construction progress by 19.2% to 48.2%.
14,1400,b9ec32251d,Allied Zylarian Systems,RESEARCH,Research priorities chosen due to curiosity (71.0) and tech potential (14.1).,Technological level increased by 0.121 to 9.983.
14,1400,7c376afd56,The Kaelumis Federation,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Dyson Sphere.,Advanced Dyson Sphere construction progress by 17.9% to 99.7%.
14,1400,0cb785b3d6,Kaelumite Commonwealth,ISOLATE,Governance reform focused on absolute isolationism and border control.,Stability boosted (+12.0). Broke trade treaties with The Kaelumis Federation.
14,1400,7bf42c3a49,Sagittariite Directorate,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Dyson Swarm.,Advanced Dyson Swarm construction progress by 18.6% to 83.6%.
14,1400,c3b1779520,Aurelis Commonwealth,ALLY,No alliance targets found within proximity.,Fell back to defense posturing: boosted stability by +10.0.
14,1400,37a4cea3d7,Consolidated Solite Worlds,ISOLATE,Governance reform focused on absolute isolationism and border control.,Stability boosted (+12.0). Broke trade treaties with Allied Thranex Systems.
14,1400,57733c8324,Scientific Merite Union,RESEARCH,Research priorities chosen due to curiosity (100.0) and tech potential (20.0).,Technological level increased by 0.150 to 11.671.
14,1400,467216187a,Allied Thranex Systems,DEFEND,High threat (58.7) triggered defensive military consolidation.,Stability boosted by +15.0 and stockpiled 100 resources.
14,1400,e00bc2a5e5,Thranite Directorate,RESEARCH,Research priorities chosen due to curiosity (100.0) and tech potential (19.5).,Technological level increased by 0.150 to 9.665.
14,1400,b2c9872c2d,Unified Sagittariite Council,EXPLORE,Planetary explorer teams sent out to scout local quadrant.,Discovered cache of rare isotopes (+250 resources). Gained curiosity.
14,1400,792f609a6f,Unified Sagittariite Council,COLONIZE,Attempted colonization but lacked resources or local targets.,Fell back to local expansion: gained 150 resources.
14,1400,b9c3618013,Unified Sagittariite Council,RESEARCH,Research priorities chosen due to curiosity (100.0) and tech potential (18.6).,Technological level increased by 0.150 to 8.754.
14,1400,3aa8ce54ee,Allied Sagittariian Systems,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Ringworld.,Advanced Ringworld construction progress by 18.0% to 46.0%.
14,1400,4b4e90bd89,The Meran Federation,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Stellar Engine.,Advanced Stellar Engine construction progress by 19.1% to 67.4%.
14,1400,764f599826,Unified Solite Council,ALLY,Diplomatic outreach for alliance sent to Zylarite Directorate (distance: 0.0 LY).,Zylarite Directorate immediately rejected alliance from Unified Solite Council due to low relations (8.5).
14,1400,83c39baf65,Zylarite Directorate,EXPLORE,Planetary explorer teams sent out to scout local quadrant.,Discovered cache of rare isotopes (+250 resources). Gained curiosity.
14,1400,927dbfac0b,Scientific Kaelumis Union,ISOLATE,Governance reform focused on absolute isolationism and border control.,Stability boosted (+12.0).
14,1400,8e65d7f5b1,Scientific Zeloid Union,EXPAND,Domestic infrastructure expansion chosen to leverage opportunity score (31.5).,Gained 300.0 resource units and +5.0 stability.
14,1400,f0f8b2423b,Xenex Directorate,RESEARCH,Research priorities chosen due to curiosity (92.4) and tech potential (18.9).,Technological level increased by 0.142 to 10.577.
14,1400,31aeef2350,Scientific Solian Union,EXPAND,Domestic infrastructure expansion chosen to leverage opportunity score (33.0).,Gained 300.0 resource units and +5.0 stability.
14,1400,83775e646f,Consolidated Thranite Worlds,RESEARCH,Research priorities chosen due to curiosity (78.7) and tech potential (14.4).,Technological level increased by 0.129 to 8.399.
14,1400,2ed96a351c,Unified Valite Council,TRADE,Proposed trade agreement to neighbor Scientific Solian Union (distance: 0.0 LY).,Trade treaty established between Unified Valite Council and Scientific Solian Union.
14,1400,c1cc584fd5,Unified Merite Council,EXPLORE,Planetary explorer teams sent out to scout local quadrant.,Discovered cache of rare isotopes (+250 resources). Gained curiosity.
14,1400,11452e96e6,Scientific Zelex Union,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Stellar Engine.,Advanced Stellar Engine construction progress by 19.0% to 48.0%.
14,1400,80ce70725d,Scientific Kaelumian Union,RESEARCH,Research priorities chosen due to curiosity (81.9) and tech potential (15.9).,Technological level increased by 0.132 to 9.541.
14,1400,f61290c372,Scientific Orionari Union,COLONIZE,Attempted colonization but lacked resources or local targets.,Fell back to local expansion: gained 150 resources.
14,1400,71efb681fc,The Aureloid Federation,ALLY,No alliance targets found within proximity.,Fell back to defense posturing: boosted stability by +10.0.
14,1400,13b6f1c19c,Allied Orionite Systems,TRADE,No eligible trading partners within proximity.,Fell back to local expansion: gained 150 resources.
14,1400,ee9099d9b7,Vesperan Directorate,RESEARCH,Research priorities chosen due to curiosity (82.1) and tech potential (17.0).,Technological level increased by 0.132 to 10.787.
14,1400,38d523ac80,Scientific Vesperoid Union,ISOLATE,Governance reform focused on absolute isolationism and border control.,Stability boosted (+12.0). Broke trade treaties with Scientific Zylaroid Union.
14,1400,4bf29f7756,Scientific Zylaroid Union,EXPLORE,Planetary explorer teams sent out to scout local quadrant.,Discovered cache of rare isotopes (+250 resources). Gained curiosity.
14,1400,8a78a0e229,Unified Vesperoid Council,RESEARCH,Research priorities chosen due to curiosity (97.3) and tech potential (19.4).,Technological level increased by 0.147 to 10.068.
14,1400,5fec320399,Unified Orionan Council,EXPLORE,Planetary explorer teams sent out to scout local quadrant.,Discovered cache of rare isotopes (+250 resources). Gained curiosity.
14,1400,822326926a,Unified Meroid Council,RESEARCH,Research priorities chosen due to curiosity (80.8) and tech potential (16.6).,Technological level increased by 0.131 to 10.659.
14,1400,0a6e8b3547,The Nu-cygnis Federation,BUILD_MEGASTRUCTURE,Started construction of Dyson Sphere to boost galactic Kardashev footprint.,Initiated Dyson Sphere project (progress: 10%). Spent 800 resources.
14,1400,8bc980ecf5,Unified Meris Council,TRADE,No eligible trading partners within proximity.,Fell back to local expansion: gained 150 resources.
14,1400,18daa88e4f,Scientific Rho-perseis Union,RESEARCH,Research priorities chosen due to curiosity (89.5) and tech potential (17.9).,Technological level increased by 0.139 to 10.205.
14,1400,b6d872712f,Scientific Persean Union,EXPLORE,Planetary explorer teams sent out to scout local quadrant.,Discovered cache of rare isotopes (+250 resources). Gained curiosity.
14,1400,7c40c9ebf8,Scientific Vesperian Union,TRADE,Proposed trade agreement to neighbor Scientific Aureloid Union (distance: 0.0 LY).,Scientific Aureloid Union declined trade proposal from Scientific Vesperian Union.
14,1400,28f3b831a2,Scientific Aureloid Union,DEFEND,High threat (61.7) triggered defensive military consolidation.,Stability boosted by +15.0 and stockpiled 100 resources.
14,1400,20af608f42,Consolidated Orionite Worlds,TRADE,No eligible trading partners within proximity.,Fell back to local expansion: gained 150 resources.
14,1400,f03d90fb8f,Thranite Directorate,EXPAND,Domestic infrastructure expansion chosen to leverage opportunity score (39.6).,Gained 300.0 resource units and +5.0 stability.
14,1400,3c04f1e4d3,Scientific Xenite Union,COLONIZE,Attempted colonization but lacked resources or local targets.,Fell back to local expansion: gained 150 resources.
14,1400,123f4d1fb7,Aurelian Directorate,RESEARCH,Research priorities chosen due to curiosity (90.6) and tech potential (18.7).,Technological level increased by 0.141 to 10.730.
14,1400,15474381ae,Scientific Kaelumari Union,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Matrioshka Brain.,Advanced Matrioshka Brain construction progress by 19.1% to 29.1%.
14,1400,e905d91038,Allied Zelari Systems,TRADE,Proposed trade agreement to neighbor Thranari Commonwealth (distance: 0.0 LY).,Thranari Commonwealth declined trade proposal from Allied Zelari Systems.
14,1400,f7ed0ea8ba,Thranari Commonwealth,DEFEND,High threat (73.0) triggered defensive military consolidation.,Stability boosted by +15.0 and stockpiled 100 resources.
14,1400,176da50470,Unified Mu-perseis Council,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Stellar Engine.,Advanced Stellar Engine construction progress by 19.2% to 29.2%.
14,1400,f83f785370,Consolidated Valian Worlds,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Dyson Swarm.,Advanced Dyson Swarm construction progress by 18.3% to 28.3%.
14,1400,85aec51e58,Consolidated Thranoid Worlds,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Dyson Sphere.,Advanced Dyson Sphere construction progress by 18.8% to 66.2%.
14,1400,4c224c8349,Vesperari Directorate,EXPLORE,Planetary explorer teams sent out to scout local quadrant.,Discovered cache of rare isotopes (+250 resources). Gained curiosity.
14,1400,37270686ec,Scientific Bulgite Union,TRADE,No eligible trading partners within proximity.,Fell back to local expansion: gained 150 resources.
14,1400,b9be6a525a,The Bulgite Federation,ALLY,Diplomatic outreach for alliance sent to Scientific Bulgite Union (distance: 0.0 LY).,Scientific Bulgite Union immediately rejected alliance from The Bulgite Federation due to low relations (8.5).
15,1500,f8c1278b86,Consolidated Zelis Worlds,RESEARCH,Research priorities chosen due to curiosity (74.6) and tech potential (14.7).,Technological level increased by 0.125 to 9.760.
15,1500,4836a15586,Scientific Valan Union,RESEARCH,Research priorities chosen due to curiosity (91.8) and tech potential (18.8).,Technological level increased by 0.142 to 10.673.
15,1500,ee951bbfab,Kaelumian Directorate,EXPAND,Domestic infrastructure expansion chosen to leverage opportunity score (35.1).,Gained 300.0 resource units and +5.0 stability.
15,1500,b2e833d309,Allied Orionoid Systems,DEFEND,High threat (8.0) triggered defensive military consolidation.,Stability boosted by +15.0 and stockpiled 100 resources.
15,1500,faf8d4b64a,Solex Directorate,RESEARCH,Research priorities chosen due to curiosity (80.6) and tech potential (13.9).,Technological level increased by 0.131 to 7.367.
15,1500,a500abb373,The Zelari Federation,RESEARCH,Research priorities chosen due to curiosity (74.6) and tech potential (14.5).,Technological level increased by 0.125 to 9.590.
15,1500,9594053f90,Scientific Galacticite Union,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Ringworld.,Advanced Ringworld construction progress by 20.5% to 50.7%.
15,1500,22b55b78e2,Unified Omicron-galacticis Council,RESEARCH,Research priorities chosen due to curiosity (80.8) and tech potential (16.9).,Technological level increased by 0.131 to 11.049.
15,1500,185a68bac9,Scientific Solari Union,RESEARCH,Research priorities chosen due to curiosity (89.3) and tech potential (17.7).,Technological level increased by 0.139 to 9.938.
15,1500,c4f121b6c1,Orionian Directorate,RESEARCH,Research priorities chosen due to curiosity (68.6) and tech potential (11.8).,Technological level increased by 0.119 to 7.321.
15,1500,70a115d461,Consolidated Aurelite Worlds,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Dyson Swarm.,Advanced Dyson Swarm construction progress by 19.1% to 100.0%. Project COMPLETE! Energy output boosted to 1.0e+16 Watts. Kardashev scale updated to 1.000.
15,1500,26b5626b6c,Scientific Thranan Union,RESEARCH,Research priorities chosen due to curiosity (84.6) and tech potential (17.4).,Technological level increased by 0.135 to 10.670.
15,1500,8a41c4ac34,Valis Directorate,RESEARCH,Research priorities chosen due to curiosity (94.4) and tech potential (18.8).,Technological level increased by 0.144 to 10.066.
15,1500,15286fa1f5,Consolidated Zelari Worlds,TRADE,Proposed trade agreement to neighbor Scientific Thranan Union (distance: 0.0 LY).,Trade treaty established between Consolidated Zelari Worlds and Scientific Thranan Union.
15,1500,ec5efdeb2d,The Bulgite Federation,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Dyson Swarm.,Advanced Dyson Swarm construction progress by 18.7% to 28.7%.
15,1500,2f0954acad,Scientific Aethelgardian Union,DEFEND,High threat (44.5) triggered defensive military consolidation.,Stability boosted by +15.0 and stockpiled 100 resources.
15,1500,c7c9fca9a1,Unified Aethelgardis Council,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Stellar Engine.,Advanced Stellar Engine construction progress by 19.3% to 29.3%.
15,1500,511ff78315,Allied Zeta-cygnis Systems,EXPAND,Domestic infrastructure expansion chosen to leverage opportunity score (15.6).,Gained 300.0 resource units and +5.0 stability.
15,1500,95cba99a70,Consolidated Aureloid Worlds,TRADE,Proposed trade agreement to neighbor Unified Merari Council (distance: 0.0 LY).,Trade treaty established between Consolidated Aureloid Worlds and Unified Merari Council.
15,1500,73cb158d41,Unified Vesperari Council,RESEARCH,Research priorities chosen due to curiosity (91.6) and tech potential (19.2).,Technological level increased by 0.142 to 11.143.
15,1500,7419a59432,Unified Merari Council,RESEARCH,Research priorities chosen due to curiosity (100.0) and tech potential (20.0).,Technological level increased by 0.150 to 11.061.
15,1500,bb1351012f,Zylarian Directorate,RESEARCH,Research priorities chosen due to curiosity (91.4) and tech potential (18.5).,Technological level increased by 0.141 to 10.372.
