event_id,year,timestamp,event_type,event_category,empire,participants,location,impact_score,historical_significance,description
prc_990245,980410,Year 980410,Colonization,Colonization,The Unified AI Hegemony,The Consolidated Thranari Systems,Vega Major,8.0,Minor,"In Year 980410, a joint colony was founded in Vega Major by settlers from both The Unified AI Hegemony and The Consolidated Thranari Systems."
prc_498214,980474,Year 980474,Market Crash,Economy,The Great Allied Imperium,The Great Scientific Imperium,Betelgeuse Reach,5.0,Minor,"In Year 980474, resource depletion in the Betelgeuse Reach sector caused trade disruptions for The Great Allied Imperium."
prc_589894,980554,Year 980554,Planetary Invasion,Military,The Great Scientific Imperium,The Solari Star Empire,Betelgeuse Sigma,30.0,Significant,"In Year 980554, a skirmish broke out in Betelgeuse Sigma between The Great Scientific Imperium patrols and The Solari Star Empire raiders."
prc_525900,980604,Year 980604,Market Crash,Economy,The Scientific Technocracy,The Unified AI Hegemony,Sagittarius Reach,5.0,Minor,"In Year 980604, The Scientific Technocracy experienced a massive hyperinflation crisis, destabilizing trade routes across Sagittarius Reach."
prc_148570,980680,Year 980680,Market Crash,Economy,The Great Scientific Imperium,The Consolidated Allied Systems,Centauri Major,15.0,Significant,"In Year 980680, a gold rush of rare FTL fuel elements triggered an economic boom for The Great Scientific Imperium in the Centauri Major system."
prc_868581,980762,Year 980762,Planetary Invasion,Military,The Consolidated Unified Systems,The Consolidated Allied Systems,Sagittarius Beta,30.0,Significant,"In Year 980762, a devastating fleet battle occurred in the Sagittarius Beta system where the forces of The Consolidated Unified Systems clashed with The Consolidated Allied Systems."
prc_712895,980846,Year 980846,Colonization,Colonization,The Perseian Technocracy,The Great Thranan Imperium,Rigel Major,8.0,Minor,"In Year 980846, The Perseian Technocracy established a science outpost on a hostile frozen planet in the Rigel Major system."
prc_354428,980942,Year 980942,FTL Network Failure,Crisis,The Consolidated Unified Systems,The Consolidated Aethelgardan Systems,Vega Major,80.0,Epochal,"In Year 980942, a catastrophic solar flare in Vega Major destroyed major surface infrastructure belonging to The Consolidated Unified Systems."
prc_872447,981029,Year 981029,Wormhole Collapse,Crisis,The Scientific Technocracy,The Primite Star Empire,Centauri Sigma,70.0,Epochal,"In Year 981029, the FTL jump gate in Centauri Sigma suffered a critical containment breach, isolating several systems."
prc_504683,981081,Year 981081,Trade Agreement,Economy,The Zylarian Star Empire,The Cygnian Star Empire,Sirius Expanse,5.0,Minor,"In Year 981081, industrial megacorporations in The Zylarian Star Empire completed a major FTL trade hub in Sirius Expanse, boosting GDP."
prc_421803,981162,Year 981162,War End,Military,The Aurelian AI Hegemony,The Consolidated Kaelumex Systems,Arcturus Prime,20.0,Significant,"In Year 981162, a skirmish broke out in Arcturus Prime between The Aurelian AI Hegemony patrols and The Consolidated Kaelumex Systems raiders."
prc_371481,981224,Year 981224,Market Crash,Economy,The Great Meris Imperium,The Great Vesperari Imperium,Castor Nebula,5.0,Minor,"In Year 981224, The Great Meris Imperium experienced a massive hyperinflation crisis, destabilizing trade routes across Castor Nebula."
prc_618085,981282,Year 981282,Resource Catastrophe,Crisis,The Great Unified Imperium,The Great Solex Imperium,Centauri Arm,65.0,Major,"In Year 981282, a mysterious cosmic pandemic swept through Centauri Arm, affecting the populations of The Great Unified Imperium and The Great Solex Imperium."
prc_222344,981333,Year 981333,Colonization,Colonization,The Great Consolidated Imperium,The Great Dominion Imperium,Antares Minor,8.0,Minor,"In Year 981333, a joint colony was founded in Antares Minor by settlers from both The Great Consolidated Imperium and The Great Dominion Imperium."
prc_835178,981405,Year 981405,War End,Military,The Great Unified Imperium,The Consolidated Unified Systems,Betelgeuse Arm,20.0,Significant,"In Year 981405, the joint fleets of The Great Unified Imperium and The Consolidated Unified Systems conducted a major peacekeeping operation in Betelgeuse Arm."
prc_866478,981461,Year 981461,Pandemic Event,Crisis,The Consolidated Consolidated Systems,The Great Unified Imperium,Orion Prime,60.0,Major,"In Year 981461, a mysterious cosmic pandemic swept through Orion Prime, affecting the populations of The Consolidated Consolidated Systems and The Great Unified Imperium."
prc_718103,981543,Year 981543,War Declaration,Military,The Allied Technocracy,The Consolidated Thranari Systems,Centauri Nebula,25.0,Significant,"In Year 981543, The Allied Technocracy successfully annexed colonies of The Consolidated Thranari Systems after a siege on their outer defense platforms."
prc_713203,981607,Year 981607,Colony Assault,Military,The Zylarex Star Empire,The Allied Technocracy,Orion Sigma,25.0,Significant,"In Year 981607, the joint fleets of The Zylarex Star Empire and The Allied Technocracy conducted a major peacekeeping operation in Orion Sigma."
prc_865232,981681,Year 981681,Market Crash,Economy,The Bulgite Technocracy,The Consolidated Unified Systems,Castor Minor,5.0,Minor,"In Year 981681, The Bulgite Technocracy experienced a massive hyperinflation crisis, destabilizing trade routes across Castor Minor."
prc_934405,981751,Year 981751,Colonization,Colonization,The Great Orionex Imperium,The Great Unified Imperium,Rigel Beta,8.0,Minor,"In Year 981751, colonial fleets from The Great Orionex Imperium successfully terraformed and settled the prime world of Rigel Beta."
prc_926024,981818,Year 981818,Planetary Invasion,Military,The Consolidated Aurelex Systems,The Great Scientific Imperium,Arcturus Minor,30.0,Significant,"In Year 981818, the joint fleets of The Consolidated Aurelex Systems and The Great Scientific Imperium conducted a major peacekeeping operation in Arcturus Minor."
prc_774777,981885,Year 981885,Colonization,Colonization,The Consolidated Orionite Systems,The Great Unified Imperium,Sirius Sigma,8.0,Minor,"In Year 981885, colonial fleets from The Consolidated Orionite Systems successfully terraformed and settled the prime world of Sirius Sigma."
prc_872362,981967,Year 981967,Planetary Invasion,Military,The Great Bulgite Imperium,The Allied Star Empire,Vega Prime,30.0,Significant,"In Year 981967, a devastating fleet battle occurred in the Vega Prime system where the forces of The Great Bulgite Imperium clashed with The Allied Star Empire."
prc_823332,982036,Year 982036,Peace Treaty Signing,Diplomacy,The Consolidated Zelari Systems,The Gamma-sagittariis Technocracy,Rigel Beta,20.0,Significant,"In Year 982036, the The Consolidated Zelari Systems and The Gamma-sagittariis Technocracy formed a unified economic bloc during the Summit of Rigel Beta."
prc_853199,982108,Year 982108,Alliance Formation,Diplomacy,The Allied Technocracy,The Great Unified Imperium,Betelgeuse Minor,15.0,Significant,"In Year 982108, diplomatic relations between The Allied Technocracy and The Great Unified Imperium soured following a border dispute near Betelgeuse Minor."
prc_660956,982193,Year 982193,Colonization,Colonization,The Consolidated Epsilon-perseis Systems,The Orionan Star Empire,Sagittarius Arm,8.0,Minor,"In Year 982193, colonial fleets from The Consolidated Epsilon-perseis Systems successfully terraformed and settled the prime world of Sagittarius Arm."
prc_286400,982268,Year 982268,Pandemic Event,Crisis,The Allied Star Empire,The Zylarex Star Empire,Pollux Beta,60.0,Major,"In Year 982268, the FTL jump gate in Pollux Beta suffered a critical containment breach, isolating several systems."
prc_560404,982330,Year 982330,Colonization,Colonization,The Great Unified Imperium,The Scientific AI Hegemony,Procyon Minor,8.0,Minor,"In Year 982330, The Great Unified Imperium established a science outpost on a hostile frozen planet in the Procyon Minor system."
prc_520564,982400,Year 982400,Megastructure Completion,Science,The Aureloid Star Empire,The Unified Technocracy,Betelgeuse Major,60.0,Major,"In Year 982400, researchers in The Aureloid Star Empire achieved a major scientific breakthrough in FTL navigation, shortening transit times."
prc_376200,982459,Year 982459,Colonization,Colonization,The Consolidated Meroid Systems,The Consolidated Scientific Systems,Rigel Beta,8.0,Minor,"In Year 982459, colonial fleets from The Consolidated Meroid Systems successfully terraformed and settled the prime world of Rigel Beta."
prc_864866,982542,Year 982542,Alliance Formation,Diplomacy,The Allied Technocracy,The Great Cygnan Imperium,Betelgeuse Reach,15.0,Significant,"In Year 982542, the The Allied Technocracy and The Great Cygnan Imperium formed a unified economic bloc during the Summit of Betelgeuse Reach."
prc_400664,982636,Year 982636,FTL Network Failure,Crisis,The Aurelan Star Empire,The Great Unified Imperium,Orion Major,80.0,Epochal,"In Year 982636, the FTL jump gate in Orion Major suffered a critical containment breach, isolating several systems."
prc_587004,982731,Year 982731,Megastructure Completion,Science,The Great Unified Imperium,The Consolidated Technocracy,Polaris Prime,60.0,Major,"In Year 982731, the The Great Unified Imperium completed the construction of a stellar observatory in Polaris Prime, discovering new hyperspace routes."
prc_364098,982821,Year 982821,Trade Agreement,Economy,The Great Unified Imperium,The Perseian Technocracy,Betelgeuse Sigma,5.0,Minor,"In Year 982821, industrial megacorporations in The Great Unified Imperium completed a major FTL trade hub in Betelgeuse Sigma, boosting GDP."
prc_504453,982910,Year 982910,Refugee Crisis,Crisis,The Great Unified Imperium,The Unified Technocracy,Castor Arm,55.0,Major,"In Year 982910, the FTL jump gate in Castor Arm suffered a critical containment breach, isolating several systems."
prc_878345,983000,Year 983000,Peace Treaty Signing,Diplomacy,The Consolidated Allied Systems,The Great Scientific Imperium,Betelgeuse Major,20.0,Significant,"In Year 983000, the The Consolidated Allied Systems and The Great Scientific Imperium signed the historic Treaty of Betelgeuse Major, establishing a formal alliance."
prc_597051,983060,Year 983060,Economic Collapse,Economy,The Great Scientific Imperium,The Unified AI Hegemony,Capella Reach,75.0,Epochal,"In Year 983060, The Great Scientific Imperium experienced a massive hyperinflation crisis, destabilizing trade routes across Capella Reach."
prc_619613,983130,Year 983130,Megastructure Completion,Science,The Scientific AI Hegemony,The Consolidated Consolidated Systems,Antares Minor,60.0,Major,"In Year 983130, The Scientific AI Hegemony successfully completed a Kardashev Type II Dyson Swarm project around the star Antares Minor."
prc_278433,983222,Year 983222,Deep Space Engagement,Military,The Great Unified Imperium,The Consolidated Unified Systems,Rigel Sigma,15.0,Significant,"In Year 983222, a skirmish broke out in Rigel Sigma between The Great Unified Imperium patrols and The Consolidated Unified Systems raiders."
prc_102666,983276,Year 983276,Colonization,Colonization,The Great Unified Imperium,The Unified AI Hegemony,Procyon Prime,8.0,Minor,"In Year 983276, colonial fleets from The Great Unified Imperium successfully terraformed and settled the prime world of Procyon Prime."
prc_554088,983326,Year 983326,Planetary Invasion,Military,The Merian AI Hegemony,The Thranis Technocracy,Aldebaran Beta,30.0,Significant,"In Year 983326, the joint fleets of The Merian AI Hegemony and The Thranis Technocracy conducted a major peacekeeping operation in Aldebaran Beta."
prc_133001,983419,Year 983419,Colonization,Colonization,The Scientific AI Hegemony,The Vesperis Star Empire,Vega Expanse,8.0,Minor,"In Year 983419, The Scientific AI Hegemony established a science outpost on a hostile frozen planet in the Vega Expanse system."
prc_224310,983501,Year 983501,Colonization,Colonization,The Great Scientific Imperium,The Scientific Technocracy,Aldebaran Reach,8.0,Minor,"In Year 983501, a joint colony was founded in Aldebaran Reach by settlers from both The Great Scientific Imperium and The Scientific Technocracy."
prc_760116,983553,Year 983553,Market Crash,Economy,The Unified Technocracy,The Great Cygnan Imperium,Pollux Reach,5.0,Minor,"In Year 983553, industrial megacorporations in The Unified Technocracy completed a major FTL trade hub in Pollux Reach, boosting GDP."
prc_620685,983639,Year 983639,Galactic Federation,Diplomacy,The Consolidated Star Empire,The Scientific Technocracy,Perseus Sigma,40.0,Major,"In Year 983639, the The Consolidated Star Empire and The Scientific Technocracy signed the historic Treaty of Perseus Sigma, establishing a formal alliance."
prc_970673,983694,Year 983694,Wormhole Collapse,Crisis,The Scientific AI Hegemony,The Great Unified Imperium,Centauri Beta,70.0,Epochal,"In Year 983694, a rogue AI network in The Scientific AI Hegemony initiated a localized machine uprising, causing widespread panic in Centauri Beta."
prc_248488,983788,Year 983788,Pandemic Event,Crisis,The Unified Technocracy,The Bulgite Technocracy,Betelgeuse Beta,60.0,Major,"In Year 983788, a catastrophic solar flare in Betelgeuse Beta destroyed major surface infrastructure belonging to The Unified Technocracy."
prc_949199,983840,Year 983840,Colonization,Colonization,The Unified AI Hegemony,The Consolidated Scientific Systems,Sagittarius Prime,8.0,Minor,"In Year 983840, The Unified AI Hegemony established a science outpost on a hostile frozen planet in the Sagittarius Prime system."
prc_881909,983927,Year 983927,Economic Collapse,Economy,The Great Consolidated Imperium,The Unified AI Hegemony,Aldebaran Beta,75.0,Epochal,"In Year 983927, resource depletion in the Aldebaran Beta sector caused trade disruptions for The Great Consolidated Imperium."
prc_912881,983994,Year 983994,Pandemic Event,Crisis,The Zylarian Star Empire,The Unified AI Hegemony,Pollux Minor,60.0,Major,"In Year 983994, the FTL jump gate in Pollux Minor suffered a critical containment breach, isolating several systems."
prc_956666,984088,Year 984088,Trade Agreement,Economy,The Scientific Technocracy,The Great Cygnite Imperium,Procyon Beta,5.0,Minor,"In Year 984088, industrial megacorporations in The Scientific Technocracy completed a major FTL trade hub in Procyon Beta, boosting GDP."
prc_719343,984173,Year 984173,Orbital Battle,Military,The Great Solex Imperium,The Scientific Technocracy,Polaris Major,15.0,Significant,"In Year 984173, the The Great Solex Imperium launched a surprise offensive against The Scientific Technocracy over territorial claims in the Polaris Major sector."
prc_672690,984244,Year 984244,Trade Agreement,Economy,The Scientific Technocracy,The Great Cygnite Imperium,Rigel Nebula,5.0,Minor,"In Year 984244, resource depletion in the Rigel Nebula sector caused trade disruptions for The Scientific Technocracy."
prc_107067,984321,Year 984321,Galactic Federation,Diplomacy,The Consolidated Scientific Systems,The Great Aurelite Imperium,Polaris Sigma,40.0,Major,"In Year 984321, The Consolidated Scientific Systems acted as a peace mediator between The Great Aurelite Imperium and local independent factions."
prc_660478,984371,Year 984371,Alliance Formation,Diplomacy,The Sigma-orionis Star Empire,The Bulgite Technocracy,Rigel Minor,15.0,Significant,"In Year 984371, the The Sigma-orionis Star Empire and The Bulgite Technocracy signed the historic Treaty of Rigel Minor, establishing a formal alliance."
prc_585239,984464,Year 984464,Market Crash,Economy,The Great Allied Imperium,The Consolidated Thranari Systems,Perseus Expanse,5.0,Minor,"In Year 984464, The Great Allied Imperium experienced a massive hyperinflation crisis, destabilizing trade routes across Perseus Expanse."
prc_693446,984544,Year 984544,Galactic Federation,Diplomacy,The Great Meran Imperium,The Consolidated Unified Systems,Perseus Expanse,40.0,Major,"In Year 984544, diplomatic relations between The Great Meran Imperium and The Consolidated Unified Systems soured following a border dispute near Perseus Expanse."
prc_282476,984614,Year 984614,Colonization,Colonization,The Sagittarian Technocracy,The Great Allied Imperium,Perseus Minor,8.0,Minor,"In Year 984614, colonial fleets from The Sagittarian Technocracy successfully terraformed and settled the prime world of Perseus Minor."
prc_837789,984711,Year 984711,Orbital Battle,Military,The Great Scientific Imperium,The Meroid Technocracy,Pollux Prime,15.0,Significant,"In Year 984711, the joint fleets of The Great Scientific Imperium and The Meroid Technocracy conducted a major peacekeeping operation in Pollux Prime."
prc_584420,984789,Year 984789,Orbital Battle,Military,The Consolidated Allied Systems,The Scientific AI Hegemony,Betelgeuse Major,15.0,Significant,"In Year 984789, the The Consolidated Allied Systems launched a surprise offensive against The Scientific AI Hegemony over territorial claims in the Betelgeuse Major sector."
prc_189129,984875,Year 984875,War End,Military,The Meroid Technocracy,The Scientific Technocracy,Vega Sigma,20.0,Significant,"In Year 984875, a skirmish broke out in Vega Sigma between The Meroid Technocracy patrols and The Scientific Technocracy raiders."
prc_473531,984957,Year 984957,AI Uprising,Crisis,The Scientific Technocracy,The Thranari Technocracy,Rigel Minor,85.0,Epochal,"In Year 984957, the FTL jump gate in Rigel Minor suffered a critical containment breach, isolating several systems."
prc_236090,985015,Year 985015,Trade Agreement,Economy,The Great Unified Imperium,The Great Cygnite Imperium,Aldebaran Minor,15.0,Significant,"In Year 985015, a gold rush of rare FTL fuel elements triggered an economic boom for The Great Unified Imperium in the Aldebaran Minor system."
prc_215011,985112,Year 985112,Peace Treaty Signing,Diplomacy,The Great Unified Imperium,The Scientific Technocracy,Capella Beta,20.0,Significant,"In Year 985112, the The Great Unified Imperium and The Scientific Technocracy signed the historic Treaty of Capella Beta, establishing a formal alliance."
prc_721189,985180,Year 985180,Peace Treaty Signing,Diplomacy,The Great Scientific Imperium,The Great Unified Imperium,Orion Major,20.0,Significant,"In Year 985180, the The Great Scientific Imperium and The Great Unified Imperium formed a unified economic bloc during the Summit of Orion Major."
prc_462969,985242,Year 985242,Scientific Breakthrough,Science,The Unified AI Hegemony,The Great Dominion Imperium,Antares Nebula,15.0,Significant,"In Year 985242, The Unified AI Hegemony successfully completed a Kardashev Type II Dyson Swarm project around the star Antares Nebula."
prc_757477,985293,Year 985293,Galactic Federation,Diplomacy,The Scientific Technocracy,The Thranis Technocracy,Sagittarius Sigma,40.0,Major,"In Year 985293, diplomatic relations between The Scientific Technocracy and The Thranis Technocracy soured following a border dispute near Sagittarius Sigma."
prc_125685,985374,Year 985374,Defense Pact,Diplomacy,The Great Unified Imperium,The Aethelgardan AI Hegemony,Orion Major,20.0,Significant,"In Year 985374, the The Great Unified Imperium and The Aethelgardan AI Hegemony signed the historic Treaty of Orion Major, establishing a formal alliance."
prc_689581,985444,Year 985444,Market Crash,Economy,The Great Unified Imperium,The Unified AI Hegemony,Pollux Arm,5.0,Minor,"In Year 985444, industrial megacorporations in The Great Unified Imperium completed a major FTL trade hub in Pollux Arm, boosting GDP."
prc_659809,985517,Year 985517,Deep Space Engagement,Military,The Great Unified Imperium,The Great Kaelumari Imperium,Aldebaran Reach,15.0,Significant,"In Year 985517, the The Great Unified Imperium launched a surprise offensive against The Great Kaelumari Imperium over territorial claims in the Aldebaran Reach sector."
prc_487562,985616,Year 985616,Market Crash,Economy,The Consolidated Beta-bulgis Systems,The Unified AI Hegemony,Arcturus Prime,15.0,Significant,"In Year 985616, a gold rush of rare FTL fuel elements triggered an economic boom for The Consolidated Beta-bulgis Systems in the Arcturus Prime system."
prc_489714,985709,Year 985709,AI Uprising,Crisis,The Consolidated AI Hegemony,The Consolidated Valari Systems,Antares Minor,85.0,Epochal,"In Year 985709, a catastrophic solar flare in Antares Minor destroyed major surface infrastructure belonging to The Consolidated AI Hegemony."
prc_176477,985760,Year 985760,Scientific Breakthrough,Science,The Great Cygnite Imperium,The Consolidated Thranari Systems,Pollux Sigma,15.0,Significant,"In Year 985760, The Great Cygnite Imperium successfully completed a Kardashev Type II Dyson Swarm project around the star Pollux Sigma."
prc_340709,985820,Year 985820,Colonization,Colonization,The Gamma-cygnis Technocracy,The Consolidated Gaeian Systems,Rigel Major,8.0,Minor,"In Year 985820, colonial fleets from The Gamma-cygnis Technocracy successfully terraformed and settled the prime world of Rigel Major."
prc_833634,985880,Year 985880,Colonization,Colonization,The Great Vesperan Imperium,The Great Bulgite Imperium,Castor Prime,8.0,Minor,"In Year 985880, colonial fleets from The Great Vesperan Imperium successfully terraformed and settled the prime world of Castor Prime."
prc_967606,985935,Year 985935,Scientific Breakthrough,Science,The Meroid Technocracy,The Consolidated Xenian Systems,Betelgeuse Major,15.0,Significant,"In Year 985935, researchers in The Meroid Technocracy achieved a major scientific breakthrough in FTL navigation, shortening transit times."
prc_305328,985997,Year 985997,Trade Agreement,Economy,The Consolidated Unified Systems,The Great Unified Imperium,Vega Major,5.0,Minor,"In Year 985997, resource depletion in the Vega Major sector caused trade disruptions for The Consolidated Unified Systems."
prc_297181,986084,Year 986084,Scientific Breakthrough,Science,The Great Scientific Imperium,The Consolidated Scientific Systems,Vega Sigma,15.0,Significant,"In Year 986084, researchers in The Great Scientific Imperium achieved a major scientific breakthrough in FTL navigation, shortening transit times."
prc_409665,986183,Year 986183,Colonization,Colonization,The Consolidated Consolidated Systems,The Allied Technocracy,Castor Beta,8.0,Minor,"In Year 986183, The Consolidated Consolidated Systems established a science outpost on a hostile frozen planet in the Castor Beta system."
prc_561765,986279,Year 986279,Alliance Formation,Diplomacy,The Great Zylaris Imperium,The Great Unified Imperium,Vega Major,15.0,Significant,"In Year 986279, The Great Zylaris Imperium acted as a peace mediator between The Great Unified Imperium and local independent factions."
prc_453411,986359,Year 986359,Pandemic Event,Crisis,The Consolidated Consolidated Systems,The Sigma-orionis Star Empire,Antares Expanse,60.0,Major,"In Year 986359, a catastrophic solar flare in Antares Expanse destroyed major surface infrastructure belonging to The Consolidated Consolidated Systems."
prc_665574,986424,Year 986424,Economic Collapse,Economy,The Great Unified Imperium,The Great Orionex Imperium,Vega Arm,75.0,Epochal,"In Year 986424, resource depletion in the Vega Arm sector caused trade disruptions for The Great Unified Imperium."
prc_697028,986492,Year 986492,Market Crash,Economy,The Scientific Technocracy,The Consolidated Scientific Systems,Procyon Nebula,5.0,Minor,"In Year 986492, resource depletion in the Procyon Nebula sector caused trade disruptions for The Scientific Technocracy."
prc_165103,986586,Year 986586,Refugee Crisis,Crisis,The Great Xenex Imperium,The Great Sagittarian Imperium,Pollux Major,55.0,Major,"In Year 986586, a mysterious cosmic pandemic swept through Pollux Major, affecting the populations of The Great Xenex Imperium and The Great Sagittarian Imperium."
prc_597505,986670,Year 986670,Economic Collapse,Economy,The Great Merian Imperium,The Sigma-orionis Star Empire,Centauri Prime,85.0,Epochal,"In Year 986670, a gold rush of rare FTL fuel elements triggered an economic boom for The Great Merian Imperium in the Centauri Prime system."
prc_165123,986741,Year 986741,AI Uprising,Crisis,The Orionite AI Hegemony,The Great Scientific Imperium,Centauri Reach,85.0,Epochal,"In Year 986741, a mysterious cosmic pandemic swept through Centauri Reach, affecting the populations of The Orionite AI Hegemony and The Great Scientific Imperium."
prc_774128,986796,Year 986796,Scientific Breakthrough,Science,The Sagittarian Technocracy,The Scientific AI Hegemony,Perseus Sigma,15.0,Significant,"In Year 986796, a breakthrough in zero-point energy generation in The Sagittarian Technocracy boosted industrial capacity."
prc_280644,986873,Year 986873,Colonization,Colonization,The Great Cygnite Imperium,The Great Scientific Imperium,Castor Arm,8.0,Minor,"In Year 986873, colonial fleets from The Great Cygnite Imperium successfully terraformed and settled the prime world of Castor Arm."
prc_276611,986958,Year 986958,Megastructure Completion,Science,The Consolidated Unified Systems,The Scientific Technocracy,Betelgeuse Arm,60.0,Major,"In Year 986958, the The Consolidated Unified Systems completed the construction of a stellar observatory in Betelgeuse Arm, discovering new hyperspace routes."
prc_339748,987039,Year 987039,Colonization,Colonization,The Aurelis AI Hegemony,The Great Theta-orionis Imperium,Orion Beta,8.0,Minor,"In Year 987039, a joint colony was founded in Orion Beta by settlers from both The Aurelis AI Hegemony and The Great Theta-orionis Imperium."
prc_376641,987124,Year 987124,War End,Military,The Merex AI Hegemony,The Great Unified Imperium,Centauri Arm,20.0,Significant,"In Year 987124, a skirmish broke out in Centauri Arm between The Merex AI Hegemony patrols and The Great Unified Imperium raiders."
prc_689583,987210,Year 987210,Economic Event,Economy,The Great Scientific Imperium,The Unified Technocracy,Pollux Prime,5.0,Minor,"In Year 987210, The Great Scientific Imperium experienced a massive hyperinflation crisis, destabilizing trade routes across Pollux Prime."
prc_397415,987266,Year 987266,Megastructure Completion,Science,The Consolidated Consolidated Systems,The Great Cygnan Imperium,Antares Reach,60.0,Major,"In Year 987266, the The Consolidated Consolidated Systems completed the construction of a stellar observatory in Antares Reach, discovering new hyperspace routes."
prc_761823,987346,Year 987346,Market Crash,Economy,The Great Consolidated Imperium,The Great Orionan Imperium,Arcturus Major,5.0,Minor,"In Year 987346, The Great Consolidated Imperium experienced a massive hyperinflation crisis, destabilizing trade routes across Arcturus Major."
prc_528716,987426,Year 987426,Planetary Invasion,Military,The Orionite Technocracy,The Consolidated Scientific Systems,Sagittarius Nebula,30.0,Significant,"In Year 987426, a devastating fleet battle occurred in the Sagittarius Nebula system where the forces of The Orionite Technocracy clashed with The Consolidated Scientific Systems."
prc_860786,987491,Year 987491,Megastructure Completion,Science,The Consolidated Technocracy,The Unified Technocracy,Vega Arm,60.0,Major,"In Year 987491, the The Consolidated Technocracy completed the construction of a stellar observatory in Vega Arm, discovering new hyperspace routes."
prc_118857,987573,Year 987573,Economic Collapse,Economy,The Great Unified Imperium,The Great Beta-bulgis Imperium,Arcturus Nebula,75.0,Epochal,"In Year 987573, industrial megacorporations in The Great Unified Imperium completed a major FTL trade hub in Arcturus Nebula, boosting GDP."
prc_141572,987642,Year 987642,Economic Collapse,Economy,The Great Consolidated Imperium,The Unified Technocracy,Sagittarius Expanse,85.0,Epochal,"In Year 987642, a gold rush of rare FTL fuel elements triggered an economic boom for The Great Consolidated Imperium in the Sagittarius Expanse system."
prc_302578,987741,Year 987741,Scientific Breakthrough,Science,The Unified AI Hegemony,The Great Scientific Imperium,Antares Major,15.0,Significant,"In Year 987741, a breakthrough in zero-point energy generation in The Unified AI Hegemony boosted industrial capacity."
prc_869534,987796,Year 987796,War Declaration,Military,The Great Bulgite Imperium,The Allied Star Empire,Capella Arm,25.0,Significant,"In Year 987796, the joint fleets of The Great Bulgite Imperium and The Allied Star Empire conducted a major peacekeeping operation in Capella Arm."
prc_377563,987864,Year 987864,Refugee Crisis,Crisis,The Orionan Technocracy,The Consolidated Scientific Systems,Betelgeuse Beta,55.0,Major,"In Year 987864, the FTL jump gate in Betelgeuse Beta suffered a critical containment breach, isolating several systems."
prc_545621,987945,Year 987945,Megastructure Completion,Science,The Unified AI Hegemony,The Consolidated Zelis Systems,Procyon Arm,60.0,Major,"In Year 987945, The Unified AI Hegemony successfully completed a Kardashev Type II Dyson Swarm project around the star Procyon Arm."
prc_818857,988004,Year 988004,Trade Agreement,Economy,The Great Valian Imperium,The Great Vesperis Imperium,Sagittarius Minor,15.0,Significant,"In Year 988004, a gold rush of rare FTL fuel elements triggered an economic boom for The Great Valian Imperium in the Sagittarius Minor system."
prc_908697,988094,Year 988094,War Declaration,Military,The Great Valis Imperium,The Scientific AI Hegemony,Sagittarius Beta,25.0,Significant,"In Year 988094, a skirmish broke out in Sagittarius Beta between The Great Valis Imperium patrols and The Scientific AI Hegemony raiders."
prc_311705,988183,Year 988183,FTL Network Failure,Crisis,The Great Zelian Imperium,The Meran Technocracy,Antares Nebula,80.0,Epochal,"In Year 988183, the FTL jump gate in Antares Nebula suffered a critical containment breach, isolating several systems."
prc_557732,988247,Year 988247,Defense Pact,Diplomacy,The Great Unified Imperium,The Unified AI Hegemony,Polaris Prime,20.0,Significant,"In Year 988247, The Great Unified Imperium acted as a peace mediator between The Unified AI Hegemony and local independent factions."
prc_375891,988309,Year 988309,Colonization,Colonization,The Great Unified Imperium,The Unified Technocracy,Polaris Nebula,8.0,Minor,"In Year 988309, colonial fleets from The Great Unified Imperium successfully terraformed and settled the prime world of Polaris Nebula."
prc_309447,988395,Year 988395,Economic Event,Economy,The Unified Star Empire,The Unified AI Hegemony,Capella Major,5.0,Minor,"In Year 988395, industrial megacorporations in The Unified Star Empire completed a major FTL trade hub in Capella Major, boosting GDP."
prc_806169,988481,Year 988481,Peace Treaty Signing,Diplomacy,The Scientific AI Hegemony,The Great Allied Imperium,Antares Sigma,20.0,Significant,"In Year 988481, The Scientific AI Hegemony acted as a peace mediator between The Great Allied Imperium and local independent factions."
prc_787103,988571,Year 988571,Colonization,Colonization,The Unified Technocracy,The Consolidated Scientific Systems,Orion Reach,8.0,Minor,"In Year 988571, The Unified Technocracy established a science outpost on a hostile frozen planet in the Orion Reach system."
prc_466250,988621,Year 988621,Megastructure Completion,Science,The Gamma-cygnis Technocracy,The Great Xenex Imperium,Pollux Beta,60.0,Major,"In Year 988621, a breakthrough in zero-point energy generation in The Gamma-cygnis Technocracy boosted industrial capacity."
prc_715000,988680,Year 988680,Orbital Battle,Military,The Scientific Star Empire,The Vesperian AI Hegemony,Antares Expanse,15.0,Significant,"In Year 988680, a devastating fleet battle occurred in the Antares Expanse system where the forces of The Scientific Star Empire clashed with The Vesperian AI Hegemony."
prc_415817,988749,Year 988749,Market Crash,Economy,The Scientific Technocracy,The Primite Star Empire,Sagittarius Prime,5.0,Minor,"In Year 988749, industrial megacorporations in The Scientific Technocracy completed a major FTL trade hub in Sagittarius Prime, boosting GDP."
prc_133698,988800,Year 988800,Megastructure Completion,Science,The Scientific Technocracy,The Omega-bulgis AI Hegemony,Arcturus Major,60.0,Major,"In Year 988800, The Scientific Technocracy successfully completed a Kardashev Type II Dyson Swarm project around the star Arcturus Major."
