empire_id,empire_name,origin_story,expansion_era,golden_age,major_wars,peak_influence,decline,legacy
459f704847,The Thranari Technocracy,"The The Thranari Technocracy emerges in the galaxy, establishing its capital at HD 36797-c.","The The Thranari Technocracy enters an expansionist phase, establishing new colonies and expanding its territorial footprint.",The The Thranari Technocracy achieves a golden age of scientific and economic peak development.,"In Year 166154, a skirmish broke out in Pollux Beta between The Omega-bulgis AI Hegemony patrols and The Thranari Technocracy raiders. | In Year 286302, a devastating fleet battle occurred in the Orion Sigma system where the forces of The Unified Technocracy clashed with The Thranari Technocracy.",Reaching peak GDP of 30958.68 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.",The civilization became extinct in Year 703052. The The Thranari Technocracy is completely annexed or wiped out from the galactic theater.
575810e85b,The Great Scientific Imperium,"The The Great Scientific Imperium emerges in the galaxy, establishing its capital at Omicron Galacticis-b.","As FTL routes expanded, the The Great Scientific Imperium colonized surrounding sectors, claiming resources.",The The Great Scientific Imperium achieves a golden age of scientific and economic peak development.,"In Year 102638, a devastating fleet battle occurred in the Vega Nebula system where the forces of The Consolidated Orionan Systems clashed with The Great Scientific Imperium. | In Year 102928, a skirmish broke out in Sagittarius Prime between The Consolidated Xi-sagittariis Systems patrols and The Great Scientific Imperium raiders.",Reaching peak GDP of 6000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.",The civilization became extinct in Year 262515. The The Great Scientific Imperium is completely annexed or wiped out from the galactic theater.
182edcdd37,The Aurelan Star Empire,"The The Aurelan Star Empire emerges in the galaxy, establishing its capital at GDE-8146-b.","The The Aurelan Star Empire enters an expansionist phase, establishing new colonies and expanding its territorial footprint.","The The Aurelan Star Empire reaches its peak geopolitical influence, asserting military dominance.","In Year 114798, a devastating fleet battle occurred in the Aldebaran Prime system where the forces of The Consolidated Unified Systems clashed with The Aurelan Star Empire. | In Year 392631, the The Aurelan Star Empire launched a surprise offensive against The Unified Star Empire over territorial claims in the Pollux Minor sector.",Reaching peak GDP of 5000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.","Today, the ruins of jump gates and structures of The Aurelan Star Empire stand as monuments to their ancient legacy."
e47a782635,The Consolidated Xi-sagittariis Systems,"The The Consolidated Xi-sagittariis Systems emerges in the galaxy, establishing its capital at Xi Sagittarii-d.","The The Consolidated Xi-sagittariis Systems enters an expansionist phase, establishing new colonies and expanding its territorial footprint.","The The Consolidated Xi-sagittariis Systems reaches its peak geopolitical influence, asserting military dominance.","In Year 102244, the joint fleets of The Great Unified Imperium and The Consolidated Xi-sagittariis Systems conducted a major peacekeeping operation in Polaris Prime. | In Year 102928, a skirmish broke out in Sagittarius Prime between The Consolidated Xi-sagittariis Systems patrols and The Great Scientific Imperium raiders.",Reaching peak GDP of 6000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.","Today, the ruins of jump gates and structures of The Consolidated Xi-sagittariis Systems stand as monuments to their ancient legacy."
2705d84a32,The Unified AI Hegemony,"The The Unified AI Hegemony emerges in the galaxy, establishing its capital at Sigma Orionis-e.","The The Unified AI Hegemony enters an expansionist phase, establishing new colonies and expanding its territorial footprint.","The The Unified AI Hegemony reaches its peak geopolitical influence, asserting military dominance.","In Year 107283, The Great Unified Imperium successfully annexed colonies of The Unified AI Hegemony after a siege on their outer defense platforms. | In Year 124049, a skirmish broke out in Polaris Expanse between The Scientific AI Hegemony patrols and The Unified AI Hegemony raiders.",Reaching peak GDP of 686852.76 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority. Internal instability and resource depletion cause the collapse of the central authority of The Unified AI Hegemony.",The civilization became extinct in Year 434495. The The Unified AI Hegemony is completely annexed or wiped out from the galactic theater.
92810d80b3,The Aurelis Technocracy,"The The Aurelis Technocracy emerges in the galaxy, establishing its capital at Webb-7499-h.","As FTL routes expanded, the The Aurelis Technocracy colonized surrounding sectors, claiming resources.",The The Aurelis Technocracy achieves a golden age of scientific and economic peak development.,"In Year 169357, a devastating fleet battle occurred in the Castor Minor system where the forces of The Consolidated Perseian Systems clashed with The Aurelis Technocracy. | In Year 219226, a devastating fleet battle occurred in the Antares Beta system where the forces of The Aurelis Technocracy clashed with The Zylarian Technocracy.",Reaching peak GDP of 6000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.","Today, the ruins of jump gates and structures of The Aurelis Technocracy stand as monuments to their ancient legacy."
7e5521abbb,The Scientific Technocracy,"The The Scientific Technocracy emerges in the galaxy, establishing its capital at HR 220748-b.","As FTL routes expanded, the The Scientific Technocracy colonized surrounding sectors, claiming resources.",The The Scientific Technocracy achieves a golden age of scientific and economic peak development.,"In Year 101879, The Consolidated Star Empire successfully annexed colonies of The Scientific Technocracy after a siege on their outer defense platforms. | In Year 105260, a skirmish broke out in Castor Major between The Consolidated Consolidated Systems patrols and The Scientific Technocracy raiders.",Reaching peak GDP of 6000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.",The civilization became extinct in Year 101879. The The Scientific Technocracy is completely annexed or wiped out from the galactic theater.
b9ec32251d,The Allied Technocracy,"The The Allied Technocracy emerges in the galaxy, establishing its capital at GDE-295-g.","As FTL routes expanded, the The Allied Technocracy colonized surrounding sectors, claiming resources.",The The Allied Technocracy achieves a golden age of scientific and economic peak development.,"In Year 100995, the The Consolidated Zelis Systems launched a surprise offensive against The Allied Technocracy over territorial claims in the Sirius Expanse sector. | In Year 102026, the joint fleets of The Allied Technocracy and The Great Unified Imperium conducted a major peacekeeping operation in Orion Beta.",Reaching peak GDP of 6000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority. Internal instability and resource depletion cause the collapse of the central authority of The Allied Technocracy.",The civilization became extinct in Year 304757. The The Allied Technocracy is completely annexed or wiped out from the galactic theater.
7c376afd56,The Kaelumis Technocracy,"The The Kaelumis Technocracy emerges in the galaxy, establishing its capital at Kepler-5383-d.","The The Kaelumis Technocracy enters an expansionist phase, establishing new colonies and expanding its territorial footprint.","The The Kaelumis Technocracy reaches its peak geopolitical influence, asserting military dominance.","In Year 103813, the joint fleets of The Solite Technocracy and The Kaelumis Technocracy conducted a major peacekeeping operation in Aldebaran Nebula. | In Year 121381, the joint fleets of The Kaelumis Technocracy and The Great Consolidated Imperium conducted a major peacekeeping operation in Rigel Prime.",Reaching peak GDP of 25798.9 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority. Internal instability and resource depletion cause the collapse of the central authority of The Kaelumis Technocracy.","Today, the ruins of jump gates and structures of The Kaelumis Technocracy stand as monuments to their ancient legacy."
0cb785b3d6,The Great Kaelumite Imperium,"The The Great Kaelumite Imperium emerges in the galaxy, establishing its capital at TESS-8623-e.","The The Great Kaelumite Imperium enters an expansionist phase, establishing new colonies and expanding its territorial footprint.","The The Great Kaelumite Imperium reaches its peak geopolitical influence, asserting military dominance.","In Year 215259, The Xenan Technocracy successfully annexed colonies of The Great Kaelumite Imperium after a siege on their outer defense platforms. | In Year 263717, the joint fleets of The Great Kaelumite Imperium and The Scientific Technocracy conducted a major peacekeeping operation in Pollux Expanse.",Reaching peak GDP of 7200.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.","Today, the ruins of jump gates and structures of The Great Kaelumite Imperium stand as monuments to their ancient legacy."
7bf42c3a49,The Sagittariite Technocracy,"The The Sagittariite Technocracy emerges in the galaxy, establishing its capital at Theta Sagittarii-b.","The The Sagittariite Technocracy enters an expansionist phase, establishing new colonies and expanding its territorial footprint.","The The Sagittariite Technocracy reaches its peak geopolitical influence, asserting military dominance.","In Year 121272, a devastating fleet battle occurred in the Antares Minor system where the forces of The Sagittariite Technocracy clashed with The Allied Technocracy. | In Year 152492, The Scientific AI Hegemony successfully annexed colonies of The Sagittariite Technocracy after a siege on their outer defense platforms.",Reaching peak GDP of 5000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.","Today, the ruins of jump gates and structures of The Sagittariite Technocracy stand as monuments to their ancient legacy."
c3b1779520,The Aurelis AI Hegemony,"The The Aurelis AI Hegemony emerges in the galaxy, establishing its capital at TESS-194-d.","The The Aurelis AI Hegemony enters an expansionist phase, establishing new colonies and expanding its territorial footprint.","During a era of peace, the economy grew, and trade hubs flourished, cementing their status.","In Year 141765, The Great Cygnan Imperium successfully annexed colonies of The Aurelis AI Hegemony after a siege on their outer defense platforms. | In Year 214768, the joint fleets of The Aurelis AI Hegemony and The Unified Technocracy conducted a major peacekeeping operation in Vega Arm.","At their zenith, the The Aurelis AI Hegemony exerted significant economic and political influence.","In later periods, trade routes decayed and external pressures reduced central authority.","Today, the ruins of jump gates and structures of The Aurelis AI Hegemony stand as monuments to their ancient legacy."
37a4cea3d7,The Consolidated Technocracy,"The The Consolidated Technocracy emerges in the galaxy, establishing its capital at GDE-6664-e.","The The Consolidated Technocracy enters an expansionist phase, establishing new colonies and expanding its territorial footprint.","The The Consolidated Technocracy reaches its peak geopolitical influence, asserting military dominance.","In Year 114307, a skirmish broke out in Perseus Arm between The Vesperite AI Hegemony patrols and The Consolidated Technocracy raiders. | In Year 117718, the The Great Unified Imperium launched a surprise offensive against The Consolidated Technocracy over territorial claims in the Castor Nebula sector.",Reaching peak GDP of 21499.08 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority. Internal instability and resource depletion cause the collapse of the central authority of The Consolidated Technocracy.","Today, the ruins of jump gates and structures of The Consolidated Technocracy stand as monuments to their ancient legacy."
57733c8324,The Scientific Technocracy,"The The Scientific Technocracy emerges in the galaxy, establishing its capital at HR 220748-b.","As FTL routes expanded, the The Scientific Technocracy colonized surrounding sectors, claiming resources.",The The Scientific Technocracy achieves a golden age of scientific and economic peak development.,"In Year 101879, The Consolidated Star Empire successfully annexed colonies of The Scientific Technocracy after a siege on their outer defense platforms. | In Year 105260, a skirmish broke out in Castor Major between The Consolidated Consolidated Systems patrols and The Scientific Technocracy raiders.",Reaching peak GDP of 6000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.",The civilization became extinct in Year 101879. The The Scientific Technocracy is completely annexed or wiped out from the galactic theater.
467216187a,The Allied Star Empire,"The The Allied Star Empire emerges in the galaxy, establishing its capital at TESS-2835-d.","The The Allied Star Empire enters an expansionist phase, establishing new colonies and expanding its territorial footprint.","The The Allied Star Empire reaches its peak geopolitical influence, asserting military dominance.","In Year 114217, a devastating fleet battle occurred in the Sagittarius Beta system where the forces of The Allied Star Empire clashed with The Consolidated Consolidated Systems. | In Year 180422, The Consolidated Unified Systems successfully annexed colonies of The Allied Star Empire after a siege on their outer defense platforms.",Reaching peak GDP of 5000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.",The civilization became extinct in Year 240020. The The Allied Star Empire is completely annexed or wiped out from the galactic theater.
e00bc2a5e5,The Thranite Technocracy,"The The Thranite Technocracy emerges in the galaxy, establishing its capital at HR 189541-b.","As FTL routes expanded, the The Thranite Technocracy colonized surrounding sectors, claiming resources.",The The Thranite Technocracy achieves a golden age of scientific and economic peak development.,"In Year 108225, a skirmish broke out in Betelgeuse Prime between The Great Scientific Imperium patrols and The Thranite Technocracy raiders. | In Year 110824, the The Thranite Technocracy launched a surprise offensive against The Vesperan Technocracy over territorial claims in the Aldebaran Expanse sector.",Reaching peak GDP of 6000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.","Today, the ruins of jump gates and structures of The Thranite Technocracy stand as monuments to their ancient legacy."
b2c9872c2d,The Great Unified Imperium,"The The Great Unified Imperium emerges in the galaxy, establishing its capital at Omicron Galacticis-c.","The The Great Unified Imperium enters an expansionist phase, establishing new colonies and expanding its territorial footprint.","The The Great Unified Imperium reaches its peak geopolitical influence, asserting military dominance.","In Year 100547, the The Consolidated Scientific Systems launched a surprise offensive against The Great Unified Imperium over territorial claims in the Castor Nebula sector. | In Year 102026, the joint fleets of The Allied Technocracy and The Great Unified Imperium conducted a major peacekeeping operation in Orion Beta.",Reaching peak GDP of 5000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority. Internal instability and resource depletion cause the collapse of the central authority of The Great Unified Imperium.",The civilization became extinct in Year 260363. The The Great Unified Imperium is completely annexed or wiped out from the galactic theater.
792f609a6f,The Great Unified Imperium,"The The Great Unified Imperium emerges in the galaxy, establishing its capital at Omicron Galacticis-c.","The The Great Unified Imperium enters an expansionist phase, establishing new colonies and expanding its territorial footprint.","The The Great Unified Imperium reaches its peak geopolitical influence, asserting military dominance.","In Year 100547, the The Consolidated Scientific Systems launched a surprise offensive against The Great Unified Imperium over territorial claims in the Castor Nebula sector. | In Year 102026, the joint fleets of The Allied Technocracy and The Great Unified Imperium conducted a major peacekeeping operation in Orion Beta.",Reaching peak GDP of 5000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority. Internal instability and resource depletion cause the collapse of the central authority of The Great Unified Imperium.",The civilization became extinct in Year 260363. The The Great Unified Imperium is completely annexed or wiped out from the galactic theater.
b9c3618013,The Great Unified Imperium,"The The Great Unified Imperium emerges in the galaxy, establishing its capital at Omicron Galacticis-c.","The The Great Unified Imperium enters an expansionist phase, establishing new colonies and expanding its territorial footprint.","The The Great Unified Imperium reaches its peak geopolitical influence, asserting military dominance.","In Year 100547, the The Consolidated Scientific Systems launched a surprise offensive against The Great Unified Imperium over territorial claims in the Castor Nebula sector. | In Year 102026, the joint fleets of The Allied Technocracy and The Great Unified Imperium conducted a major peacekeeping operation in Orion Beta.",Reaching peak GDP of 5000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority. Internal instability and resource depletion cause the collapse of the central authority of The Great Unified Imperium.",The civilization became extinct in Year 260363. The The Great Unified Imperium is completely annexed or wiped out from the galactic theater.
3aa8ce54ee,The Great Allied Imperium,"The The Great Allied Imperium emerges in the galaxy, establishing its capital at PSR 64400-e.","The The Great Allied Imperium enters an expansionist phase, establishing new colonies and expanding its territorial footprint.","The The Great Allied Imperium reaches its peak geopolitical influence, asserting military dominance.","In Year 115216, The Zylaran AI Hegemony successfully annexed colonies of The Great Allied Imperium after a siege on their outer defense platforms. | In Year 131333, a devastating fleet battle occurred in the Capella Major system where the forces of The Great Meris Imperium clashed with The Great Allied Imperium.",Reaching peak GDP of 30958.68 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.","Today, the ruins of jump gates and structures of The Great Allied Imperium stand as monuments to their ancient legacy."
4b4e90bd89,The Meran AI Hegemony,"The The Meran AI Hegemony emerges in the galaxy, establishing its capital at HR 36296-d.","As FTL routes expanded, the The Meran AI Hegemony colonized surrounding sectors, claiming resources.",The The Meran AI Hegemony achieves a golden age of scientific and economic peak development.,"In Year 166978, the joint fleets of The Solari Technocracy and The Meran AI Hegemony conducted a major peacekeeping operation in Centauri Arm. | In Year 172048, the joint fleets of The Unified AI Hegemony and The Meran AI Hegemony conducted a major peacekeeping operation in Sagittarius Expanse.",Reaching peak GDP of 6000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.","Today, the ruins of jump gates and structures of The Meran AI Hegemony stand as monuments to their ancient legacy."
764f599826,The Great Unified Imperium,"The The Great Unified Imperium emerges in the galaxy, establishing its capital at Omicron Galacticis-c.","The The Great Unified Imperium enters an expansionist phase, establishing new colonies and expanding its territorial footprint.","The The Great Unified Imperium reaches its peak geopolitical influence, asserting military dominance.","In Year 100547, the The Consolidated Scientific Systems launched a surprise offensive against The Great Unified Imperium over territorial claims in the Castor Nebula sector. | In Year 102026, the joint fleets of The Allied Technocracy and The Great Unified Imperium conducted a major peacekeeping operation in Orion Beta.",Reaching peak GDP of 5000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority. Internal instability and resource depletion cause the collapse of the central authority of The Great Unified Imperium.",The civilization became extinct in Year 260363. The The Great Unified Imperium is completely annexed or wiped out from the galactic theater.
83c39baf65,The Great Zylarite Imperium,"The The Great Zylarite Imperium emerges in the galaxy, establishing its capital at GDE-4070-b.","As FTL routes expanded, the The Great Zylarite Imperium colonized surrounding sectors, claiming resources.",The The Great Zylarite Imperium achieves a golden age of scientific and economic peak development.,"In Year 180853, the joint fleets of The Consolidated Technocracy and The Great Zylarite Imperium conducted a major peacekeeping operation in Centauri Beta. | In Year 204252, a devastating fleet battle occurred in the Pollux Beta system where the forces of The Perseian Technocracy clashed with The Great Zylarite Imperium.",Reaching peak GDP of 6000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.","Today, the ruins of jump gates and structures of The Great Zylarite Imperium stand as monuments to their ancient legacy."
927dbfac0b,The Scientific Technocracy,"The The Scientific Technocracy emerges in the galaxy, establishing its capital at HR 220748-b.","As FTL routes expanded, the The Scientific Technocracy colonized surrounding sectors, claiming resources.",The The Scientific Technocracy achieves a golden age of scientific and economic peak development.,"In Year 101879, The Consolidated Star Empire successfully annexed colonies of The Scientific Technocracy after a siege on their outer defense platforms. | In Year 105260, a skirmish broke out in Castor Major between The Consolidated Consolidated Systems patrols and The Scientific Technocracy raiders.",Reaching peak GDP of 6000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.",The civilization became extinct in Year 101879. The The Scientific Technocracy is completely annexed or wiped out from the galactic theater.
8e65d7f5b1,The Great Scientific Imperium,"The The Great Scientific Imperium emerges in the galaxy, establishing its capital at Omicron Galacticis-b.","As FTL routes expanded, the The Great Scientific Imperium colonized surrounding sectors, claiming resources.",The The Great Scientific Imperium achieves a golden age of scientific and economic peak development.,"In Year 102638, a devastating fleet battle occurred in the Vega Nebula system where the forces of The Consolidated Orionan Systems clashed with The Great Scientific Imperium. | In Year 102928, a skirmish broke out in Sagittarius Prime between The Consolidated Xi-sagittariis Systems patrols and The Great Scientific Imperium raiders.",Reaching peak GDP of 6000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.",The civilization became extinct in Year 262515. The The Great Scientific Imperium is completely annexed or wiped out from the galactic theater.
f0f8b2423b,The Great Xenex Imperium,"The The Great Xenex Imperium emerges in the galaxy, establishing its capital at HD 14799-h.","The The Great Xenex Imperium enters an expansionist phase, establishing new colonies and expanding its territorial footprint.","The The Great Xenex Imperium reaches its peak geopolitical influence, asserting military dominance.","In Year 164080, a skirmish broke out in Betelgeuse Nebula between The Great Xenex Imperium patrols and The Scientific Technocracy raiders. | In Year 197679, the The Great Unified Imperium launched a surprise offensive against The Great Xenex Imperium over territorial claims in the Rigel Minor sector.",Reaching peak GDP of 10368.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.","Today, the ruins of jump gates and structures of The Great Xenex Imperium stand as monuments to their ancient legacy."
31aeef2350,The Scientific Technocracy,"The The Scientific Technocracy emerges in the galaxy, establishing its capital at HR 220748-b.","As FTL routes expanded, the The Scientific Technocracy colonized surrounding sectors, claiming resources.",The The Scientific Technocracy achieves a golden age of scientific and economic peak development.,"In Year 101879, The Consolidated Star Empire successfully annexed colonies of The Scientific Technocracy after a siege on their outer defense platforms. | In Year 105260, a skirmish broke out in Castor Major between The Consolidated Consolidated Systems patrols and The Scientific Technocracy raiders.",Reaching peak GDP of 6000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.",The civilization became extinct in Year 101879. The The Scientific Technocracy is completely annexed or wiped out from the galactic theater.
83775e646f,The Consolidated Consolidated Systems,"The The Consolidated Consolidated Systems emerges in the galaxy, establishing its capital at Gaia-1954-c.","As FTL routes expanded, the The Consolidated Consolidated Systems colonized surrounding sectors, claiming resources.",The The Consolidated Consolidated Systems achieves a golden age of scientific and economic peak development.,"In Year 104508, a devastating fleet battle occurred in the Centauri Reach system where the forces of The Consolidated Consolidated Systems clashed with The Great Unified Imperium. | In Year 105260, a skirmish broke out in Castor Major between The Consolidated Consolidated Systems patrols and The Scientific Technocracy raiders.",Reaching peak GDP of 6000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.",The civilization became extinct in Year 293371. The The Consolidated Consolidated Systems is completely annexed or wiped out from the galactic theater.
2ed96a351c,The Unified Technocracy,"The The Unified Technocracy emerges in the galaxy, establishing its capital at Webb-9180d-d.","As FTL routes expanded, the The Unified Technocracy colonized surrounding sectors, claiming resources.",The The Unified Technocracy achieves a golden age of scientific and economic peak development.,"In Year 105734, a devastating fleet battle occurred in the Rigel Minor system where the forces of The Aethelgardan AI Hegemony clashed with The Unified Technocracy. | In Year 115751, a devastating fleet battle occurred in the Castor Minor system where the forces of The Great Unified Imperium clashed with The Unified Technocracy.",Reaching peak GDP of 6000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority. Internal instability and resource depletion cause the collapse of the central authority of The Unified Technocracy.",The civilization became extinct in Year 288214. The The Unified Technocracy is completely annexed or wiped out from the galactic theater.
c1cc584fd5,The Great Unified Imperium,"The The Great Unified Imperium emerges in the galaxy, establishing its capital at Omicron Galacticis-c.","The The Great Unified Imperium enters an expansionist phase, establishing new colonies and expanding its territorial footprint.","The The Great Unified Imperium reaches its peak geopolitical influence, asserting military dominance.","In Year 100547, the The Consolidated Scientific Systems launched a surprise offensive against The Great Unified Imperium over territorial claims in the Castor Nebula sector. | In Year 102026, the joint fleets of The Allied Technocracy and The Great Unified Imperium conducted a major peacekeeping operation in Orion Beta.",Reaching peak GDP of 5000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority. Internal instability and resource depletion cause the collapse of the central authority of The Great Unified Imperium.",The civilization became extinct in Year 260363. The The Great Unified Imperium is completely annexed or wiped out from the galactic theater.
11452e96e6,The Great Scientific Imperium,"The The Great Scientific Imperium emerges in the galaxy, establishing its capital at Omicron Galacticis-b.","As FTL routes expanded, the The Great Scientific Imperium colonized surrounding sectors, claiming resources.",The The Great Scientific Imperium achieves a golden age of scientific and economic peak development.,"In Year 102638, a devastating fleet battle occurred in the Vega Nebula system where the forces of The Consolidated Orionan Systems clashed with The Great Scientific Imperium. | In Year 102928, a skirmish broke out in Sagittarius Prime between The Consolidated Xi-sagittariis Systems patrols and The Great Scientific Imperium raiders.",Reaching peak GDP of 6000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.",The civilization became extinct in Year 262515. The The Great Scientific Imperium is completely annexed or wiped out from the galactic theater.
80ce70725d,The Scientific Technocracy,"The The Scientific Technocracy emerges in the galaxy, establishing its capital at HR 220748-b.","As FTL routes expanded, the The Scientific Technocracy colonized surrounding sectors, claiming resources.",The The Scientific Technocracy achieves a golden age of scientific and economic peak development.,"In Year 101879, The Consolidated Star Empire successfully annexed colonies of The Scientific Technocracy after a siege on their outer defense platforms. | In Year 105260, a skirmish broke out in Castor Major between The Consolidated Consolidated Systems patrols and The Scientific Technocracy raiders.",Reaching peak GDP of 6000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.",The civilization became extinct in Year 101879. The The Scientific Technocracy is completely annexed or wiped out from the galactic theater.
75447b1ce9,The Great Zylarian Imperium,"The The Great Zylarian Imperium emerges in the galaxy, establishing its capital at Webb-1869-f.","As FTL routes expanded, the The Great Zylarian Imperium colonized surrounding sectors, claiming resources.",The The Great Zylarian Imperium achieves a golden age of scientific and economic peak development.,"In Year 271894, The Great Zylarian Imperium successfully annexed colonies of The Xenan Technocracy after a siege on their outer defense platforms. | In Year 279657, the The Great Zylarian Imperium launched a surprise offensive against The Consolidated Beta-bulgis Systems over territorial claims in the Arcturus Arm sector.",Reaching peak GDP of 6000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.",The civilization became extinct in Year 869752. The The Great Zylarian Imperium is completely annexed or wiped out from the galactic theater.
f61290c372,The Consolidated Scientific Systems,"The The Consolidated Scientific Systems emerges in the galaxy, establishing its capital at Gaia-1954-d.","The The Consolidated Scientific Systems enters an expansionist phase, establishing new colonies and expanding its territorial footprint.","The The Consolidated Scientific Systems reaches its peak geopolitical influence, asserting military dominance.","In Year 100547, the The Consolidated Scientific Systems launched a surprise offensive against The Great Unified Imperium over territorial claims in the Castor Nebula sector. | In Year 103161, The Great Unified Imperium successfully annexed colonies of The Consolidated Scientific Systems after a siege on their outer defense platforms.",Reaching peak GDP of 14929.92 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.","Today, the ruins of jump gates and structures of The Consolidated Scientific Systems stand as monuments to their ancient legacy."
71efb681fc,The Aureloid AI Hegemony,"The The Aureloid AI Hegemony emerges in the galaxy, establishing its capital at Gliese 325.0-b.","The The Aureloid AI Hegemony enters an expansionist phase, establishing new colonies and expanding its territorial footprint.","During a era of peace, the economy grew, and trade hubs flourished, cementing their status.","In Year 215716, the The Aureloid AI Hegemony launched a surprise offensive against The Scientific AI Hegemony over territorial claims in the Sagittarius Major sector. | In Year 243384, a devastating fleet battle occurred in the Antares Major system where the forces of The Consolidated Technocracy clashed with The Aureloid AI Hegemony.","At their zenith, the The Aureloid AI Hegemony exerted significant economic and political influence.","In later periods, trade routes decayed and external pressures reduced central authority.","Today, the ruins of jump gates and structures of The Aureloid AI Hegemony stand as monuments to their ancient legacy."
13b6f1c19c,The Allied Technocracy,"The The Allied Technocracy emerges in the galaxy, establishing its capital at GDE-295-g.","As FTL routes expanded, the The Allied Technocracy colonized surrounding sectors, claiming resources.",The The Allied Technocracy achieves a golden age of scientific and economic peak development.,"In Year 100995, the The Consolidated Zelis Systems launched a surprise offensive against The Allied Technocracy over territorial claims in the Sirius Expanse sector. | In Year 102026, the joint fleets of The Allied Technocracy and The Great Unified Imperium conducted a major peacekeeping operation in Orion Beta.",Reaching peak GDP of 6000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority. Internal instability and resource depletion cause the collapse of the central authority of The Allied Technocracy.",The civilization became extinct in Year 304757. The The Allied Technocracy is completely annexed or wiped out from the galactic theater.
ee9099d9b7,The Vesperan Technocracy,"The The Vesperan Technocracy emerges in the galaxy, establishing its capital at Webb-694-b.","As FTL routes expanded, the The Vesperan Technocracy colonized surrounding sectors, claiming resources.",The The Vesperan Technocracy achieves a golden age of scientific and economic peak development.,"In Year 105896, The Consolidated Epsilon-perseis Systems successfully annexed colonies of The Vesperan Technocracy after a siege on their outer defense platforms. | In Year 110824, the The Thranite Technocracy launched a surprise offensive against The Vesperan Technocracy over territorial claims in the Aldebaran Expanse sector.",Reaching peak GDP of 6000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority. Internal instability and resource depletion cause the collapse of the central authority of The Vesperan Technocracy.",The civilization became extinct in Year 105896. The The Vesperan Technocracy is completely annexed or wiped out from the galactic theater.
38d523ac80,The Consolidated Scientific Systems,"The The Consolidated Scientific Systems emerges in the galaxy, establishing its capital at Gaia-1954-d.","The The Consolidated Scientific Systems enters an expansionist phase, establishing new colonies and expanding its territorial footprint.","The The Consolidated Scientific Systems reaches its peak geopolitical influence, asserting military dominance.","In Year 100547, the The Consolidated Scientific Systems launched a surprise offensive against The Great Unified Imperium over territorial claims in the Castor Nebula sector. | In Year 103161, The Great Unified Imperium successfully annexed colonies of The Consolidated Scientific Systems after a siege on their outer defense platforms.",Reaching peak GDP of 14929.92 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.","Today, the ruins of jump gates and structures of The Consolidated Scientific Systems stand as monuments to their ancient legacy."
